occurrence.genus_name	occurrence.species_name	type_specimen	country	state	period	epoch	stage	ma_max	ma_min	formation
Triceratops	horridus	YPM 1821	United States	Wyoming	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Lance
Triceratops	horridus	YPM 1201	United States	Montana	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Hell Creek
Triceratops	horridus	YPM 1820	United States	Colorado	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Laramie
Triceratops	horridus	YPM 1820	United States	Wyoming	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Lance
Triceratops	horridus	YPM	United States	Wyoming	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Lance
Triceratops	horridus	MCZ 1102	United States	Wyoming	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Lance
Triceratops	horridus	YPM 1820	United States	Wyoming	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Lance
Triceratops	horridus	YPM 1820	United States	Wyoming	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Lance
Triceratops	horridus	YPM 1834	United States	Wyoming	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Lance
Triceratops	horridus	YPM 1820	United States	Wyoming	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Lance
Triceratops	horridus	YPM 1820	United States	Wyoming	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Lance
Triceratops	horridus	YPM 1820	United States	Wyoming	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Lance
Triceratops	horridus	YPM 1820	United States	Wyoming	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Lance
Triceratops	horridus	YPM 1820	United States	Wyoming	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Lance
Triceratops	horridus	YPM 1820	United States	Wyoming	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Lance
Triceratops	horridus	YPM 1820	United States	Wyoming	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Lance
Triceratops	horridus	YPM 1820	United States	Wyoming	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Lance
Triceratops	horridus	YPM 1201	United States	Wyoming	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Lance
Triceratops	horridus	YPM 1201	United States	Wyoming	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Lance
Triceratops	horridus	YPM 1820	United States	Wyoming	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Lance
Triceratops	horridus	YPM 1820	United States	Wyoming	Cretaceous	Late/Upper Cretaceous	Maastrichtian	66.5	66.3	Lance
Triceratops	horridus	YPM 1820	United States	Montana	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Hell Creek
Triceratops	horridus		United States	Montana	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Hell Creek
Triceratops	horridus		United States	Montana	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Hell Creek
Triceratops	horridus	YPM 1821	United States	Wyoming	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Evanston
Triceratops	horridus	YPM 1820	United States	South Dakota	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Lance
Triceratops	ingens	YPM 1828	United States	Wyoming	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Lance
Triceratops	maximus	AMNH 5040	United States	Montana	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Hell Creek
Triceratops	prorsus	YPM 1822	Canada	Saskatchewan	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Ravenscrag
Triceratops	prorsus	YPM 1822	Canada	Saskatchewan	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Frenchman
Triceratops	prorsus	YPM 1822	Canada	Saskatchewan	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Frenchman
Triceratops	prorsus	YPM 1822	Canada	Saskatchewan	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Frenchman
Triceratops	prorsus	YPM 1822	Canada	Saskatchewan	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Frenchman
Triceratops	prorsus	YPM 1822	United States	Montana	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Hell Creek
Triceratops	prorsus	YPM 1822	United States	North Dakota	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Hell Creek
Triceratops	prorsus	YPM 1822	United States	Wyoming	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Laramie
Triceratops	prorsus	YPM 1822	United States	Wyoming	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Laramie
Triceratops	prorsus	YPM 1822	United States	Wyoming	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Lance
Triceratops	prorsus	YPM 1822	United States	Wyoming	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Lance
Triceratops	prorsus	YPM 1822	United States	Montana	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Hell Creek
Triceratops	prorsus	YPM 1822	United States	Montana	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Hell Creek
Triceratops	prorsus	YPM 1822	United States	Wyoming	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Lance
Triceratops	prorsus	YPM 1822	United States	Montana	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Hell Creek
Triceratops	sp.		Canada	Saskatchewan	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Ravenscrag
Triceratops	sp.		Canada	Saskatchewan	Cretaceous	Late/Upper Cretaceous	Maastrichtian	68.6	68.4	Frenchman
Triceratops	sp.		Canada	Saskatchewan	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Ravenscrag
Triceratops	sp.		Canada	Saskatchewan	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Frenchman
Triceratops	sp.		Canada	Saskatchewan	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Frenchman
Triceratops	sp.		United States	Montana	Cretaceous	Late/Upper Cretaceous	Maastrichtian	69.4	69.2	Hell Creek
Triceratops	sp.		United States	Wyoming	Cretaceous	Late/Upper Cretaceous	Maastrichtian	67.3	67.1	Lance
Triceratops	sp.		United States	Montana	Cretaceous	Late/Upper Cretaceous	Maastrichtian	68.1	67.9	Hell Creek
Triceratops	sp.		United States	Wyoming	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Lance
Triceratops	sp.		United States	South Dakota	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Hell Creek
Triceratops	sp.		United States	Wyoming	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Lance
Triceratops	sp.		United States	Montana	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.2	69.6	Hell Creek
Triceratops	sp.		United States	Wyoming	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Lance
Triceratops	sp.		United States	Wyoming	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Lance
Triceratops	sp.		United States	Wyoming	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Lance
Triceratops	sp.		United States	Wyoming	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Lance
Triceratops	sp.		United States	Wyoming	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Lance
Triceratops	sp.		United States	Montana	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Hell Creek
Triceratops	sp.		United States	Montana	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Hell Creek
Triceratops	sp.		United States	Colorado	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Laramie
Triceratops	sp.		United States	Montana	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Hell Creek
Triceratops	sp.		United States	Montana	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Hell Creek
Triceratops	sp.		United States	Wyoming	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Lance
Triceratops	sp.		United States	Utah	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Lance
Triceratops	sp.		United States	Colorado	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Denver
Triceratops	sp.		United States	South Dakota	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Lance
Triceratops	sp.		United States	Wyoming	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Lance
Triceratops	sp.		United States	Wyoming	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Ferris
Triceratops	sp.		United States	Wyoming	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Lance
Triceratops	sp.		United States	Wyoming	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Lance
Triceratops	sp.		United States	Wyoming	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Lance
Triceratops	sp.		United States	New Mexico	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	McRae
Triceratops	sp.		United States	Montana	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Hell Creek
Triceratops	sp.		United States	Montana	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Hell Creek
Triceratops	sp.		United States	Montana	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Hell Creek
Triceratops	sp.		United States	Wyoming	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Lance
Triceratops	sp.		United States	Wyoming	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Lance
Triceratops	sp.		United States	Wyoming	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Lance
Triceratops	sp.		United States	Wyoming	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Lance
Triceratops	sp.		United States	North Dakota	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Hell Creek
Triceratops	sp.		United States	Montana	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Hell Creek
Triceratops	sp.		United States	Montana	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Hell Creek
Triceratops	sp.		United States	Montana	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Hell Creek
Triceratops	sp.		United States	Montana	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Hell Creek
Triceratops	sp.		United States	Colorado	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Denver
Triceratops	sp.		United States	South Dakota	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Hell Creek
Triceratops	sp.		United States	Montana	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Hell Creek
Triceratops	sp.		United States	Montana	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Hell Creek
Triceratops	sp.		United States	Montana	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Hell Creek
Triceratops	sp.		United States	Montana	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Hell Creek
Triceratops	sp.		United States	Montana	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Hell Creek
Triceratops	sp.		United States	Montana	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Hell Creek
Triceratops	sp.		United States	South Dakota	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Hell Creek
Triceratops	sp.		United States	North Dakota	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Hell Creek
Triceratops	sp.		United States	North Dakota	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Hell Creek
Triceratops	sp.		United States	Wyoming	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Lance
Triceratops	sp.		United States	Montana	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Lance
Triceratops	sp.		United States	South Dakota	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Lance
Triceratops	sp.		United States	South Dakota	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Lance
Triceratops	sp.		United States	South Dakota	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Lance
Triceratops	sp.		United States	Montana	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Hell Creek
Triceratops	sp.		United States	Wyoming	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Lance
Triceratops	sp.		United States	Wyoming	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Lance
Triceratops	sp.		United States	Wyoming	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Lance
Triceratops	sp.		United States	Wyoming	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Medicine Bow
Triceratops	sp.		United States	Wyoming	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Ferris
Triceratops	sp.		United States	Montana	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Lance
Triceratops	sp.		United States	South Dakota	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Lance
Triceratops	sp.		United States	Montana	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Lance
Triceratops	sp.		United States	Colorado	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Laramie
Triceratops	sp.		United States	Montana	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Hell Creek
Triceratops	sp.		United States	Montana	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Hell Creek
Triceratops	sp.		United States	Montana	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Hell Creek
Triceratops	sp.		United States	Wyoming	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Lance
Triceratops	sp.		United States	North Dakota	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Hell Creek
Triceratops	sp.		United States	South Dakota	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Hell Creek
Triceratops	sulcatus	USNM 4276	United States	Wyoming	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Laramie
Triceratops	sulcatus	USNM 4276	United States	Wyoming	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Lance
Triceratops	utahensis		United States	Utah	Cretaceous	Late/Upper Cretaceous	Maastrichtian	66.5	66.3	North Horn
Triceratops	utahensis	USNM 15583	United States	Texas	Cretaceous	Late/Upper Cretaceous	Maastrichtian	66.5	66.3	Javelina
Triceratops	utahensis	USNM 15583	United States	Texas	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Javelina
Ugrosaurus	olsoni	UCMP 128561	United States	Montana	Cretaceous	Late/Upper Cretaceous	Maastrichtian	70.6	66.043	Hell Creek
Utahceratops	gettyi	UMNH VP 16784	United States	Utah	Cretaceous	Late/Upper Cretaceous	Campanian	84.9	70.6	Kaiparowits
Vagaceratops	irvinensis		Canada	Alberta	Cretaceous	Late/Upper Cretaceous	Campanian	84.9	70.6	Dinosaur Park
Vagaceratops	irvinensis	NMC 41357	Canada	Alberta	Cretaceous	Late/Upper Cretaceous	Campanian	84.9	70.6	Dinosaur Park
Wendiceratops	pinhornensis	TMP 2011.051.0009	Canada	Alberta	Cretaceous	Late/Upper Cretaceous	Campanian	78.7	79	Oldman
Xenoceratops	foremostensis	CMN 53282	Canada	Alberta	Cretaceous	Late/Upper Cretaceous	Campanian	76.8	75.3	Foremost
Yehuecauhceratops	mudei	CPC 274	Mexico	Coahuila	Cretaceous	Late/Upper Cretaceous	Campanian	84.9	70.6	Aguja
