collection_no	source_database	collection.authorizer	occurrence.genus_reso	occurrence.genus_name	occurrence.species_reso	occurrence.species_name	original.genus_reso	original.genus_name	original.species_reso	original.species_name	type_specimen	country	state	period	epoch	stage	ma_max	ma_min	formation
101070	ETE	"M. Carrano"	"n. gen."	Xixiasaurus	"n. sp."	henanensis					"HGM 41HIII-0201"	China	Henan	Cretaceous	"Late/Upper Cretaceous"		89.300	70.600	Majiacun
101087	PaleoDB	"R. Butler"		Ornithodesmus	"n. sp."	cluniculus					"BMNH R187"	"United Kingdom"	England	Cretaceous	"Early/Lower Cretaceous"		130.000	122.460	Wessex
130798	PaleoDB	"R. Benson"	"n. gen."	Gobivenator	"n. sp."	mongoliensis		Troodontidae		indet.	"MPC-D 100/86"	Mongolia	"Ömnögovi Aimag"	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	Djadokhta
131828	PaleoDB	"G. Lloyd"	"n. gen."	Linhevenator	"n. sp."	tani					"LH V0021"	China	"Nei Mongol"	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	Wulansuhai
131828	PaleoDB	"G. Lloyd"	"n. gen."	Philovenator	"n. sp."	curriei					"IVPP P 10597"	China	"Nei Mongol"	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	Wulansuhai
131870	PaleoDB	"G. Lloyd"	"n. gen."	Talos	"n. sp."	sampsoni					"UMNH VP 19479"	"United States"	Utah	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	Kaiparowits
133789	PaleoDB	"R. Benson"		Mei		long					"IVPP V.12733"	China	Liaoning	Cretaceous	"Early/Lower Cretaceous"		140.200	130.000	Yixian
135739	ETE	"M. Carrano"		Troodon		sp.						Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	"Horseshoe Canyon"
142326	PaleoDB	"M. Carrano"		Troodon		formosus		Stenonychosaurus		inequalis	"NMC 8539"	"United States"	Montana	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	Lance
144539	PaleoDB	"P. Mannion"	cf.	Troodon		sp.						Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"		84.900	66.043	"Horseshoe Canyon"
152270		"M. Carrano"	cf.	Troodon		sp.						Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"		84.900	66.043	"Horseshoe Canyon"
152271		"M. Carrano"	cf.	Troodon		sp.						Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"		84.900	66.043	"Horseshoe Canyon"
152272		"M. Carrano"	cf.	Troodon		sp.						Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"		84.900	66.043	"Horseshoe Canyon"
156414		"R. Benson"		Jinfengopteryx		elegans					CAGS-IG-04-0801	China	Hebei	Cretaceous	"Early/Lower Cretaceous"	Barremian	130.000	125.450	Huajiying
167303		"P. Mannion"	cf.	Urbacodon		sp.						"Russian Federation"	Kemerovo	Cretaceous	"Early/Lower Cretaceous"		125.450	99.700	Ilek
168988		"M. Carrano"		Saurornithoides		sp.						Mongolia	Omnogov	Cretaceous	"Late/Upper Cretaceous"		84.900	66.043	Nemegt
179240		"M. Carrano"		Troodon		formosus		Stenonychosaurus		inequalis	"NMC 8539"	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	Oldman
179241		"M. Carrano"		Troodon		formosus		Stenonychosaurus		inequalis	"NMC 8539"	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	Oldman
179242		"M. Carrano"		Troodon		formosus		Stenonychosaurus		inequalis	"NMC 8539"	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	Oldman
179243		"M. Carrano"		Troodon		formosus		Stenonychosaurus		inequalis	"NMC 8539"	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	Oldman
179244		"M. Carrano"		Troodon		formosus		Stenonychosaurus		inequalis	"NMC 8539"	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	Oldman
179245		"M. Carrano"		Troodon		formosus		Stenonychosaurus		inequalis	"NMC 8539"	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	Oldman
179246		"M. Carrano"		Troodon		formosus		Stenonychosaurus		inequalis	"NMC 8539"	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	Oldman
183109		"P. Holroyd"	cf.	Pectinodon		sp.						"United States"	Montana	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	"Hell Creek"
184041		"M. Carrano"		Troodon		formosus		Stenonychosaurus		inequalis	"ANSP 9259"	Canada	Alberta	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	"Dinosaur Park"
190544		"M. Carrano"	"n. gen."	Almas	"n. sp."	ukhaa					"IGM 100/1323"	Mongolia	Omnogov	Cretaceous	"Late/Upper Cretaceous"	Campanian	84.900	70.600	Djadokhta
192251		"P. Holroyd"	?	Troodon		sp.						"United States"	"South Dakota"	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	"Hell Creek"
192251		"P. Holroyd"		Saurornithoides	cf.	mongoliensis					"AMNH 6516"	"United States"	"South Dakota"	Cretaceous	"Late/Upper Cretaceous"	Maastrichtian	70.600	66.043	"Hell Creek"
203179		"G. Lloyd"	"n. gen."	Liaoningvenator	"n. sp."	curriei					"DNHM D3012"	China	Liaoning	Cretaceous	"Early/Lower Cretaceous"	Hauterivian	136.400	130.000	Yixian
206601		"M. Carrano"	cf.	Urbacodon		sp.						"Russian Federation"	Krasnoyarsk	Cretaceous	"Early/Lower Cretaceous"		145.500	99.700	Ilek
206603		"M. Carrano"	cf.	Urbacodon		sp.						"Russian Federation"	Krasnoyarsk	Cretaceous	"Early/Lower Cretaceous"		145.500	99.700	Ilek
