it	l_0	l_1	l_2	l_3	l_4	l_5	l_6	l_7	l_8	l_9	l_10	l_11	l_12	l_13	l_14	l_15	l_16	l_17	l_18	l_19	l_20	l_21	l_22	l_23	l_24	l_25	l_26	l_27	l_28	l_29	l_30	l_31	l_32	l_33	l_34	l_35	l_36	l_37	l_38	l_39	l_40	l_41	l_42	l_43	l_44	l_45	l_46	l_47	l_48	l_49	l_50	l_51	l_52	l_53	l_54	l_55	l_56	l_57	l_58	l_59	l_60	l_61	l_62	l_63	l_64	l_65	l_66	l_67	l_68	l_69	l_70	l_71	l_72	l_73	l_74	l_75	l_76	l_77	l_78	l_79	l_80	l_81	l_82	l_83	l_84	l_85	l_86	l_87	l_88	l_89	l_90	l_91	l_92	l_93	m_0	m_1	m_2	m_3	m_4	m_5	m_6	m_7	m_8	m_9	m_10	m_11	m_12	m_13	m_14	m_15	m_16	m_17	m_18	m_19	m_20	m_21	m_22	m_23	m_24	m_25	m_26	m_27	m_28	m_29	m_30	m_31	m_32	m_33	m_34	m_35	m_36	m_37	m_38	m_39	m_40	m_41	m_42	m_43	m_44	m_45	m_46	m_47	m_48	m_49	m_50	m_51	m_52	m_53	m_54	m_55	m_56	m_57	m_58	m_59	m_60	m_61	m_62	m_63	m_64	m_65	m_66	m_67	m_68	m_69	m_70	m_71	m_72	m_73	m_74	m_75	m_76	m_77	m_78	m_79	m_80	m_81	m_82	m_83	m_84	m_85	m_86	m_87	m_88	m_89	m_90	m_91	m_92	m_93	r_0	r_1	r_2	r_3	r_4	r_5	r_6	r_7	r_8	r_9	r_10	r_11	r_12	r_13	r_14	r_15	r_16	r_17	r_18	r_19	r_20	r_21	r_22	r_23	r_24	r_25	r_26	r_27	r_28	r_29	r_30	r_31	r_32	r_33	r_34	r_35	r_36	r_37	r_38	r_39	r_40	r_41	r_42	r_43	r_44	r_45	r_46	r_47	r_48	r_49	r_50	r_51	r_52	r_53	r_54	r_55	r_56	r_57	r_58	r_59	r_60	r_61	r_62	r_63	r_64	r_65	r_66	r_67	r_68	r_69	r_70	r_71	r_72	r_73	r_74	r_75	r_76	r_77	r_78	r_79	r_80	r_81	r_82	r_83	r_84	r_85	r_86	r_87	r_88	r_89	r_90	r_91	r_92	r_93	
0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18168340690629908	0.18168340690629908	0.18168340690629908	0.18168340690629908	0.18168340690629908	0.18168340690629908	0.18168340690629908	0.18168340690629908	0.18168340690629908	0.18168340690629908	0.18168340690629908	0.18168340690629908	0.18168340690629908	0.18168340690629908	0.18168340690629908	0.18168340690629908	0.18168340690629908	0.18168340690629908	0.18168340690629908	0.18168340690629908	0.18168340690629908	0.18168340690629908	0.18168340690629908	0.18168340690629908	0.18168340690629908	0.18168340690629908	0.18168340690629908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3685345609873235	0.3685345609873235	0.3685345609873235	0.3685345609873235	0.3685345609873235	0.3685345609873235	0.3685345609873235	0.3685345609873235	0.3685345609873235	0.3685345609873235	0.3685345609873235	0.3685345609873235	0.3685345609873235	0.3685345609873235	0.3685345609873235	0.3685345609873235	0.3685345609873235	0.3685345609873235	0.3685345609873235	0.3685345609873235	0.3685345609873235	0.3685345609873235	0.3685345609873235	0.3685345609873235	0.3685345609873235	0.3685345609873235	0.3685345609873235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.18685115408102443	-0.18685115408102443	-0.18685115408102443	-0.18685115408102443	-0.18685115408102443	-0.18685115408102443	-0.18685115408102443	-0.18685115408102443	-0.18685115408102443	-0.18685115408102443	-0.18685115408102443	-0.18685115408102443	-0.18685115408102443	-0.18685115408102443	-0.18685115408102443	-0.18685115408102443	-0.18685115408102443	-0.18685115408102443	-0.18685115408102443	-0.18685115408102443	-0.18685115408102443	-0.18685115408102443	-0.18685115408102443	-0.18685115408102443	-0.18685115408102443	-0.18685115408102443	-0.18685115408102443
5000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12009708622594654	0.12009708622594654	0.12009708622594654	0.12009708622594654	0.12009708622594654	0.12009708622594654	0.12009708622594654	0.12009708622594654	0.12009708622594654	0.12009708622594654	0.12009708622594654	0.12009708622594654	0.12009708622594654	0.12009708622594654	0.45859430193821854	0.45859430193821854	0.45859430193821854	0.45859430193821854	0.45859430193821854	0.45859430193821854	0.45859430193821854	0.45859430193821854	0.45859430193821854	0.45859430193821854	0.45859430193821854	0.45859430193821854	0.45859430193821854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2982099653880164	0.2982099653880164	0.2982099653880164	0.2982099653880164	0.2982099653880164	0.2982099653880164	0.2982099653880164	0.2982099653880164	0.11530225802698736	0.11530225802698736	0.11530225802698736	0.11530225802698736	0.11530225802698736	0.11530225802698736	0.11530225802698736	0.11530225802698736	0.11530225802698736	0.11530225802698736	0.11530225802698736	0.11530225802698736	0.11530225802698736	0.11530225802698736	0.11530225802698736	0.11530225802698736	0.11530225802698736	0.11530225802698736	0.11530225802698736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.17811287916206986	-0.17811287916206986	-0.17811287916206986	-0.17811287916206986	-0.17811287916206986	-0.17811287916206986	-0.17811287916206986	-0.17811287916206986	0.0047948281989591834	0.0047948281989591834	0.0047948281989591834	0.0047948281989591834	0.0047948281989591834	0.0047948281989591834	0.3432920439112312	0.3432920439112312	0.3432920439112312	0.3432920439112312	0.3432920439112312	0.3432920439112312	0.3432920439112312	0.3432920439112312	0.3432920439112312	0.3432920439112312	0.3432920439112312	0.3432920439112312	0.3432920439112312
10000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12625908854826898	0.12625908854826898	0.12625908854826898	0.12625908854826898	0.12625908854826898	0.12625908854826898	0.12625908854826898	0.12625908854826898	0.12625908854826898	0.12625908854826898	0.12625908854826898	0.12625908854826898	0.12625908854826898	0.12625908854826898	0.12625908854826898	0.12625908854826898	0.6081332611920895	0.6081332611920895	0.6081332611920895	0.6081332611920895	0.6081332611920895	0.6081332611920895	0.6081332611920895	0.6081332611920895	0.6081332611920895	0.6081332611920895	0.6081332611920895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4074522726591467	0.4074522726591467	0.4074522726591467	0.4074522726591467	0.4074522726591467	0.4074522726591467	0.4074522726591467	0.08930605949845384	0.08930605949845384	0.08930605949845384	0.08930605949845384	0.08930605949845384	0.08930605949845384	0.08930605949845384	0.08930605949845384	0.08930605949845384	0.08930605949845384	0.08930605949845384	0.08930605949845384	0.08930605949845384	0.08930605949845384	0.08930605949845384	0.08930605949845384	0.08930605949845384	0.08930605949845384	0.08930605949845384	0.08930605949845384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.2811931841108777	-0.2811931841108777	-0.2811931841108777	-0.2811931841108777	-0.2811931841108777	-0.2811931841108777	-0.2811931841108777	0.036953029049815136	0.036953029049815136	0.036953029049815136	0.036953029049815136	0.036953029049815136	0.036953029049815136	0.036953029049815136	0.036953029049815136	0.036953029049815136	0.5188272016936357	0.5188272016936357	0.5188272016936357	0.5188272016936357	0.5188272016936357	0.5188272016936357	0.5188272016936357	0.5188272016936357	0.5188272016936357	0.5188272016936357	0.5188272016936357
15000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14840880378820406	0.14840880378820406	0.14840880378820406	0.14840880378820406	0.14840880378820406	0.14840880378820406	0.14840880378820406	0.14840880378820406	0.14840880378820406	0.14840880378820406	0.14840880378820406	0.14840880378820406	0.14840880378820406	0.14840880378820406	0.14840880378820406	0.14840880378820406	0.44868166192450964	0.44868166192450964	0.44868166192450964	0.44868166192450964	0.44868166192450964	0.44868166192450964	0.44868166192450964	0.44868166192450964	0.44868166192450964	0.44868166192450964	0.44868166192450964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16373525749347637	0.16373525749347637	0.16373525749347637	0.16373525749347637	0.16373525749347637	0.16373525749347637	0.16373525749347637	0.16373525749347637	0.16373525749347637	0.16373525749347637	0.16373525749347637	0.16373525749347637	0.16373525749347637	0.16373525749347637	0.16373525749347637	0.16373525749347637	0.16373525749347637	0.16373525749347637	0.16373525749347637	0.16373525749347637	0.16373525749347637	0.16373525749347637	0.16373525749347637	0.16373525749347637	0.16373525749347637	0.16373525749347637	0.16373525749347637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.015326453705272303	-0.015326453705272303	-0.015326453705272303	-0.015326453705272303	-0.015326453705272303	-0.015326453705272303	-0.015326453705272303	-0.015326453705272303	-0.015326453705272303	-0.015326453705272303	-0.015326453705272303	-0.015326453705272303	-0.015326453705272303	-0.015326453705272303	-0.015326453705272303	-0.015326453705272303	0.28494640443103325	0.28494640443103325	0.28494640443103325	0.28494640443103325	0.28494640443103325	0.28494640443103325	0.28494640443103325	0.28494640443103325	0.28494640443103325	0.28494640443103325	0.28494640443103325
20000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08086523840481151	0.08086523840481151	0.08086523840481151	0.08086523840481151	0.08086523840481151	0.08086523840481151	0.08086523840481151	0.08086523840481151	0.08086523840481151	0.08086523840481151	0.08086523840481151	0.14401246968538164	0.14401246968538164	0.14401246968538164	0.14401246968538164	0.14401246968538164	0.9088065039260456	0.9088065039260456	0.9088065039260456	0.9088065039260456	0.9088065039260456	0.9088065039260456	0.9088065039260456	0.9088065039260456	0.9088065039260456	0.9088065039260456	0.9088065039260456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5085363639423327	0.254765342808143	0.254765342808143	0.254765342808143	0.254765342808143	0.254765342808143	0.254765342808143	0.254765342808143	0.0913766186680535	0.0913766186680535	0.0913766186680535	0.0913766186680535	0.0913766186680535	0.0913766186680535	0.0913766186680535	0.0913766186680535	0.0913766186680535	0.0913766186680535	0.0913766186680535	0.0913766186680535	0.0913766186680535	0.0913766186680535	0.0913766186680535	0.0913766186680535	0.0913766186680535	0.0913766186680535	0.0913766186680535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.4276711255375212	-0.17390010440333148	-0.17390010440333148	-0.17390010440333148	-0.17390010440333148	-0.17390010440333148	-0.17390010440333148	-0.17390010440333148	-0.010511380263241984	-0.010511380263241984	-0.010511380263241984	0.05263585101732815	0.05263585101732815	0.05263585101732815	0.05263585101732815	0.05263585101732815	0.8174298852579921	0.8174298852579921	0.8174298852579921	0.8174298852579921	0.8174298852579921	0.8174298852579921	0.8174298852579921	0.8174298852579921	0.8174298852579921	0.8174298852579921	0.8174298852579921
25000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10228695038468166	0.10228695038468166	0.10228695038468166	0.10228695038468166	0.10228695038468166	0.10228695038468166	0.10228695038468166	0.10228695038468166	0.10228695038468166	0.10228695038468166	0.10228695038468166	0.10228695038468166	0.10228695038468166	0.27365172345195676	0.27365172345195676	0.27365172345195676	0.27365172345195676	0.27365172345195676	0.27365172345195676	0.27365172345195676	0.27365172345195676	0.27365172345195676	0.27365172345195676	0.27365172345195676	0.27365172345195676	0.27365172345195676	0.27365172345195676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14365790148558152	0.14365790148558152	0.14365790148558152	0.14365790148558152	0.14365790148558152	0.14365790148558152	0.14365790148558152	0.14365790148558152	0.14365790148558152	0.14365790148558152	0.14365790148558152	0.14365790148558152	0.14365790148558152	0.14365790148558152	0.14365790148558152	0.14365790148558152	0.14365790148558152	0.14365790148558152	0.14365790148558152	0.14365790148558152	0.14365790148558152	0.14365790148558152	0.14365790148558152	0.14365790148558152	0.14365790148558152	0.14365790148558152	0.14365790148558152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.04137095110089986	-0.04137095110089986	-0.04137095110089986	-0.04137095110089986	-0.04137095110089986	-0.04137095110089986	-0.04137095110089986	-0.04137095110089986	-0.04137095110089986	-0.04137095110089986	-0.04137095110089986	-0.04137095110089986	-0.04137095110089986	0.12999382196637524	0.12999382196637524	0.12999382196637524	0.12999382196637524	0.12999382196637524	0.12999382196637524	0.12999382196637524	0.12999382196637524	0.12999382196637524	0.12999382196637524	0.12999382196637524	0.12999382196637524	0.12999382196637524	0.12999382196637524
30000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13772863469620583	0.13772863469620583	0.13772863469620583	0.13772863469620583	0.13772863469620583	0.13772863469620583	0.13772863469620583	0.13772863469620583	0.13772863469620583	0.13772863469620583	0.13772863469620583	0.13772863469620583	0.13772863469620583	0.13772863469620583	0.13772863469620583	0.13772863469620583	0.3957031943343859	0.3957031943343859	0.3957031943343859	0.3957031943343859	0.3957031943343859	0.3957031943343859	0.3957031943343859	0.3957031943343859	0.3957031943343859	0.3957031943343859	0.3957031943343859	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23409792458345105	0.23409792458345105	0.23409792458345105	0.23409792458345105	0.23409792458345105	0.3097200537053403	0.3097200537053403	0.3097200537053403	0.08966819808526451	0.08966819808526451	0.08966819808526451	0.08966819808526451	0.08966819808526451	0.08966819808526451	0.08966819808526451	0.08966819808526451	0.08966819808526451	0.08966819808526451	0.08966819808526451	0.08966819808526451	0.08966819808526451	0.08966819808526451	0.08966819808526451	0.08966819808526451	0.08966819808526451	0.08966819808526451	0.08966819808526451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.09636928988724522	-0.09636928988724522	-0.09636928988724522	-0.09636928988724522	-0.09636928988724522	-0.17199141900913445	-0.17199141900913445	-0.17199141900913445	0.04806043661094132	0.04806043661094132	0.04806043661094132	0.04806043661094132	0.04806043661094132	0.04806043661094132	0.04806043661094132	0.04806043661094132	0.3060349962491214	0.3060349962491214	0.3060349962491214	0.3060349962491214	0.3060349962491214	0.3060349962491214	0.3060349962491214	0.3060349962491214	0.3060349962491214	0.3060349962491214	0.3060349962491214
35000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09699814027685458	0.09699814027685458	0.09699814027685458	0.09699814027685458	0.09699814027685458	0.09699814027685458	0.09699814027685458	0.09699814027685458	0.09699814027685458	0.09699814027685458	0.09699814027685458	0.09699814027685458	0.09699814027685458	0.2006395967970261	0.2006395967970261	0.2006395967970261	0.2006395967970261	0.5785795075890555	0.5785795075890555	0.5785795075890555	0.5785795075890555	0.5785795075890555	0.5785795075890555	0.5785795075890555	0.5785795075890555	0.5785795075890555	0.5785795075890555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22690340420499336	0.22690340420499336	0.22690340420499336	0.22690340420499336	0.22690340420499336	0.22690340420499336	0.22690340420499336	0.22690340420499336	0.22690340420499336	0.09305669450606961	0.09305669450606961	0.09305669450606961	0.09305669450606961	0.09305669450606961	0.09305669450606961	0.09305669450606961	0.09305669450606961	0.09305669450606961	0.09305669450606961	0.09305669450606961	0.09305669450606961	0.09305669450606961	0.09305669450606961	0.09305669450606961	0.09305669450606961	0.09305669450606961	0.09305669450606961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.12990526392813878	-0.12990526392813878	-0.12990526392813878	-0.12990526392813878	-0.12990526392813878	-0.12990526392813878	-0.12990526392813878	-0.12990526392813878	-0.12990526392813878	0.003941445770784965	0.003941445770784965	0.003941445770784965	0.003941445770784965	0.10758290229095648	0.10758290229095648	0.10758290229095648	0.10758290229095648	0.4855228130829859	0.4855228130829859	0.4855228130829859	0.4855228130829859	0.4855228130829859	0.4855228130829859	0.4855228130829859	0.4855228130829859	0.4855228130829859	0.4855228130829859
