it	l_0	l_1	l_2	l_3	l_4	l_5	l_6	l_7	l_8	l_9	l_10	l_11	l_12	l_13	l_14	l_15	l_16	l_17	l_18	l_19	l_20	l_21	l_22	l_23	l_24	l_25	l_26	l_27	l_28	l_29	l_30	l_31	l_32	l_33	l_34	l_35	l_36	l_37	l_38	l_39	l_40	l_41	l_42	l_43	l_44	l_45	l_46	l_47	l_48	l_49	l_50	l_51	l_52	l_53	l_54	l_55	l_56	l_57	l_58	l_59	l_60	l_61	l_62	l_63	l_64	l_65	l_66	l_67	l_68	l_69	l_70	l_71	l_72	l_73	l_74	l_75	l_76	l_77	l_78	l_79	l_80	l_81	l_82	l_83	l_84	l_85	l_86	l_87	l_88	l_89	m_0	m_1	m_2	m_3	m_4	m_5	m_6	m_7	m_8	m_9	m_10	m_11	m_12	m_13	m_14	m_15	m_16	m_17	m_18	m_19	m_20	m_21	m_22	m_23	m_24	m_25	m_26	m_27	m_28	m_29	m_30	m_31	m_32	m_33	m_34	m_35	m_36	m_37	m_38	m_39	m_40	m_41	m_42	m_43	m_44	m_45	m_46	m_47	m_48	m_49	m_50	m_51	m_52	m_53	m_54	m_55	m_56	m_57	m_58	m_59	m_60	m_61	m_62	m_63	m_64	m_65	m_66	m_67	m_68	m_69	m_70	m_71	m_72	m_73	m_74	m_75	m_76	m_77	m_78	m_79	m_80	m_81	m_82	m_83	m_84	m_85	m_86	m_87	m_88	m_89	r_0	r_1	r_2	r_3	r_4	r_5	r_6	r_7	r_8	r_9	r_10	r_11	r_12	r_13	r_14	r_15	r_16	r_17	r_18	r_19	r_20	r_21	r_22	r_23	r_24	r_25	r_26	r_27	r_28	r_29	r_30	r_31	r_32	r_33	r_34	r_35	r_36	r_37	r_38	r_39	r_40	r_41	r_42	r_43	r_44	r_45	r_46	r_47	r_48	r_49	r_50	r_51	r_52	r_53	r_54	r_55	r_56	r_57	r_58	r_59	r_60	r_61	r_62	r_63	r_64	r_65	r_66	r_67	r_68	r_69	r_70	r_71	r_72	r_73	r_74	r_75	r_76	r_77	r_78	r_79	r_80	r_81	r_82	r_83	r_84	r_85	r_86	r_87	r_88	r_89	
0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35736197458991625	0.35736197458991625	0.35736197458991625	0.35736197458991625	0.35736197458991625	0.35736197458991625	0.35736197458991625	0.35736197458991625	0.35736197458991625	0.35736197458991625	0.35736197458991625	0.35736197458991625	0.35736197458991625	0.35736197458991625	0.35736197458991625	0.35736197458991625	0.35736197458991625	0.35736197458991625	0.35736197458991625	0.35736197458991625	0.35736197458991625	0.35736197458991625	0.35736197458991625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4800395537004828	0.4800395537004828	0.4800395537004828	0.4800395537004828	0.4800395537004828	0.4800395537004828	0.4800395537004828	0.4800395537004828	0.4800395537004828	0.4800395537004828	0.4800395537004828	0.4800395537004828	0.4800395537004828	0.4800395537004828	0.4800395537004828	0.4800395537004828	0.4800395537004828	0.4800395537004828	0.4800395537004828	0.4800395537004828	0.4800395537004828	0.4800395537004828	0.4800395537004828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.12267757911056654	-0.12267757911056654	-0.12267757911056654	-0.12267757911056654	-0.12267757911056654	-0.12267757911056654	-0.12267757911056654	-0.12267757911056654	-0.12267757911056654	-0.12267757911056654	-0.12267757911056654	-0.12267757911056654	-0.12267757911056654	-0.12267757911056654	-0.12267757911056654	-0.12267757911056654	-0.12267757911056654	-0.12267757911056654	-0.12267757911056654	-0.12267757911056654	-0.12267757911056654	-0.12267757911056654	-0.12267757911056654
5000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12888895579602788	0.12888895579602788	0.12888895579602788	0.12888895579602788	0.43054077004552643	0.43054077004552643	0.43054077004552643	0.43054077004552643	0.43054077004552643	0.43054077004552643	0.43054077004552643	0.43054077004552643	0.43054077004552643	0.43054077004552643	0.43054077004552643	0.43054077004552643	0.43054077004552643	0.43054077004552643	0.43054077004552643	0.43054077004552643	0.43054077004552643	0.43054077004552643	0.43054077004552643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30506833716298165	0.30506833716298165	0.30506833716298165	0.30506833716298165	0.30506833716298165	0.30506833716298165	0.30506833716298165	0.30506833716298165	0.30506833716298165	0.30506833716298165	0.30506833716298165	0.30506833716298165	0.30506833716298165	0.30506833716298165	0.30506833716298165	0.30506833716298165	0.30506833716298165	0.30506833716298165	0.30506833716298165	0.30506833716298165	0.30506833716298165	0.30506833716298165	0.30506833716298165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.17617938136695377	-0.17617938136695377	-0.17617938136695377	-0.17617938136695377	0.12547243288254478	0.12547243288254478	0.12547243288254478	0.12547243288254478	0.12547243288254478	0.12547243288254478	0.12547243288254478	0.12547243288254478	0.12547243288254478	0.12547243288254478	0.12547243288254478	0.12547243288254478	0.12547243288254478	0.12547243288254478	0.12547243288254478	0.12547243288254478	0.12547243288254478	0.12547243288254478	0.12547243288254478
10000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3209202386096912	0.3209202386096912	0.3209202386096912	0.3209202386096912	0.3209202386096912	0.3209202386096912	0.3209202386096912	0.3209202386096912	0.3209202386096912	0.3209202386096912	0.3209202386096912	0.3209202386096912	0.3209202386096912	0.3209202386096912	0.3209202386096912	0.3209202386096912	0.3209202386096912	0.3209202386096912	0.3209202386096912	0.7617309221318638	0.7617309221318638	0.7617309221318638	0.7617309221318638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2606413757042594	0.2606413757042594	0.2606413757042594	0.2606413757042594	0.2606413757042594	0.2606413757042594	0.2606413757042594	0.2606413757042594	0.2606413757042594	0.2606413757042594	0.2606413757042594	0.2606413757042594	0.2606413757042594	0.2606413757042594	0.2606413757042594	0.2606413757042594	0.2606413757042594	0.2606413757042594	0.2606413757042594	0.2606413757042594	0.2606413757042594	0.2606413757042594	0.2606413757042594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06027886290543183	0.06027886290543183	0.06027886290543183	0.06027886290543183	0.06027886290543183	0.06027886290543183	0.06027886290543183	0.06027886290543183	0.06027886290543183	0.06027886290543183	0.06027886290543183	0.06027886290543183	0.06027886290543183	0.06027886290543183	0.06027886290543183	0.06027886290543183	0.06027886290543183	0.06027886290543183	0.06027886290543183	0.5010895464276044	0.5010895464276044	0.5010895464276044	0.5010895464276044
15000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12673885840476445	0.12673885840476445	0.12673885840476445	0.12673885840476445	0.49173647982121244	0.49173647982121244	0.49173647982121244	0.49173647982121244	0.49173647982121244	0.49173647982121244	0.49173647982121244	0.49173647982121244	0.49173647982121244	0.49173647982121244	0.49173647982121244	0.49173647982121244	0.49173647982121244	0.49173647982121244	0.49173647982121244	0.49173647982121244	0.49173647982121244	0.49173647982121244	0.49173647982121244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30485060844463174	0.30485060844463174	0.30485060844463174	0.30485060844463174	0.30485060844463174	0.30485060844463174	0.30485060844463174	0.30485060844463174	0.30485060844463174	0.30485060844463174	0.30485060844463174	0.30485060844463174	0.30485060844463174	0.30485060844463174	0.30485060844463174	0.30485060844463174	0.30485060844463174	0.30485060844463174	0.30485060844463174	0.30485060844463174	0.30485060844463174	0.30485060844463174	0.30485060844463174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1781117500398673	-0.1781117500398673	-0.1781117500398673	-0.1781117500398673	0.1868858713765807	0.1868858713765807	0.1868858713765807	0.1868858713765807	0.1868858713765807	0.1868858713765807	0.1868858713765807	0.1868858713765807	0.1868858713765807	0.1868858713765807	0.1868858713765807	0.1868858713765807	0.1868858713765807	0.1868858713765807	0.1868858713765807	0.1868858713765807	0.1868858713765807	0.1868858713765807	0.1868858713765807
20000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11701096684532804	0.11701096684532804	0.11701096684532804	0.3363128025480477	0.3363128025480477	0.3363128025480477	0.3363128025480477	0.3363128025480477	0.3363128025480477	0.3363128025480477	0.3363128025480477	0.3363128025480477	0.3363128025480477	0.3363128025480477	0.4525458672788139	0.4525458672788139	0.4525458672788139	0.4525458672788139	0.4525458672788139	0.4525458672788139	0.4525458672788139	0.4525458672788139	0.4525458672788139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28243143396822445	0.28243143396822445	0.28243143396822445	0.28243143396822445	0.28243143396822445	0.28243143396822445	0.28243143396822445	0.28243143396822445	0.28243143396822445	0.28243143396822445	0.28243143396822445	0.28243143396822445	0.28243143396822445	0.28243143396822445	0.28243143396822445	0.28243143396822445	0.28243143396822445	0.28243143396822445	0.28243143396822445	0.28243143396822445	0.28243143396822445	0.28243143396822445	0.28243143396822445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.16542046712289643	-0.16542046712289643	-0.16542046712289643	0.05388136857982323	0.05388136857982323	0.05388136857982323	0.05388136857982323	0.05388136857982323	0.05388136857982323	0.05388136857982323	0.05388136857982323	0.05388136857982323	0.05388136857982323	0.05388136857982323	0.17011443331058945	0.17011443331058945	0.17011443331058945	0.17011443331058945	0.17011443331058945	0.17011443331058945	0.17011443331058945	0.17011443331058945	0.17011443331058945
25000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08866475090017076	0.08866475090017076	0.08866475090017076	0.08866475090017076	0.4473548870928512	0.4473548870928512	0.4473548870928512	0.4473548870928512	0.4473548870928512	0.4473548870928512	0.4473548870928512	0.4473548870928512	0.4473548870928512	0.4473548870928512	0.4473548870928512	0.4473548870928512	0.4473548870928512	0.4473548870928512	0.4473548870928512	0.4473548870928512	0.4473548870928512	0.4473548870928512	0.4473548870928512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12679609430004776	0.12679609430004776	0.12679609430004776	0.28285781242032626	0.28285781242032626	0.28285781242032626	0.28285781242032626	0.28285781242032626	0.28285781242032626	0.28285781242032626	0.28285781242032626	0.28285781242032626	0.28285781242032626	0.28285781242032626	0.28285781242032626	0.28285781242032626	0.28285781242032626	0.28285781242032626	0.28285781242032626	0.28285781242032626	0.28285781242032626	0.14013021427948374	0.14013021427948374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.038131343399877005	-0.038131343399877005	-0.038131343399877005	-0.1941930615201555	0.16449707467252495	0.16449707467252495	0.16449707467252495	0.16449707467252495	0.16449707467252495	0.16449707467252495	0.16449707467252495	0.16449707467252495	0.16449707467252495	0.16449707467252495	0.16449707467252495	0.16449707467252495	0.16449707467252495	0.16449707467252495	0.16449707467252495	0.16449707467252495	0.16449707467252495	0.30722467281336746	0.30722467281336746
30000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07317416622941243	0.07317416622941243	0.07317416622941243	0.07317416622941243	0.3621826117896628	0.3621826117896628	0.3621826117896628	0.3621826117896628	0.3621826117896628	0.3621826117896628	0.3621826117896628	0.3621826117896628	0.3621826117896628	0.3621826117896628	0.3621826117896628	0.3621826117896628	0.3621826117896628	0.3621826117896628	0.3621826117896628	0.3621826117896628	0.3621826117896628	0.3621826117896628	0.3621826117896628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9921292622329544	0.29756961946037525	0.29756961946037525	0.29756961946037525	0.29756961946037525	0.29756961946037525	0.29756961946037525	0.29756961946037525	0.29756961946037525	0.29756961946037525	0.29756961946037525	0.29756961946037525	0.29756961946037525	0.29756961946037525	0.29756961946037525	0.29756961946037525	0.29756961946037525	0.29756961946037525	0.29756961946037525	0.29756961946037525	0.29756961946037525	0.29756961946037525	0.29756961946037525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.918955096003542	-0.22439545323096283	-0.22439545323096283	-0.22439545323096283	0.06461299232928758	0.06461299232928758	0.06461299232928758	0.06461299232928758	0.06461299232928758	0.06461299232928758	0.06461299232928758	0.06461299232928758	0.06461299232928758	0.06461299232928758	0.06461299232928758	0.06461299232928758	0.06461299232928758	0.06461299232928758	0.06461299232928758	0.06461299232928758	0.06461299232928758	0.06461299232928758	0.06461299232928758
35000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.052172286794452856	0.052172286794452856	0.052172286794452856	0.052172286794452856	0.3231117497916425	0.3231117497916425	0.3231117497916425	0.3231117497916425	0.3231117497916425	0.3231117497916425	0.3231117497916425	0.3231117497916425	0.3231117497916425	0.3231117497916425	0.3231117497916425	0.3231117497916425	0.3231117497916425	0.3231117497916425	0.3231117497916425	0.3231117497916425	0.3231117497916425	0.3231117497916425	0.3231117497916425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37021250926095145	0.37021250926095145	0.37021250926095145	0.37021250926095145	0.37021250926095145	0.37021250926095145	0.37021250926095145	0.37021250926095145	0.37021250926095145	0.27547046011371423	0.27547046011371423	0.27547046011371423	0.27547046011371423	0.27547046011371423	0.27547046011371423	0.27547046011371423	0.27547046011371423	0.27547046011371423	0.27547046011371423	0.27547046011371423	0.27547046011371423	0.27547046011371423	0.27547046011371423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.3180402224664986	-0.3180402224664986	-0.3180402224664986	-0.3180402224664986	-0.04710075946930897	-0.04710075946930897	-0.04710075946930897	-0.04710075946930897	-0.04710075946930897	0.047641289677928245	0.047641289677928245	0.047641289677928245	0.047641289677928245	0.047641289677928245	0.047641289677928245	0.047641289677928245	0.047641289677928245	0.047641289677928245	0.047641289677928245	0.047641289677928245	0.047641289677928245	0.047641289677928245	0.047641289677928245
40000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06074551494494386	0.06074551494494386	0.06074551494494386	0.06074551494494386	0.06074551494494386	0.4319291849821195	0.4319291849821195	0.4319291849821195	0.4319291849821195	0.4319291849821195	0.4319291849821195	0.4319291849821195	0.4319291849821195	0.4319291849821195	0.4319291849821195	0.4319291849821195	0.4319291849821195	0.4319291849821195	0.4319291849821195	0.4319291849821195	0.4319291849821195	0.4319291849821195	0.4319291849821195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1855180737544639	0.1855180737544639	0.1855180737544639	0.1855180737544639	0.1855180737544639	0.1855180737544639	0.1855180737544639	0.1855180737544639	0.1855180737544639	0.1855180737544639	0.1855180737544639	0.1855180737544639	0.1855180737544639	0.1855180737544639	0.1855180737544639	0.1855180737544639	0.1855180737544639	0.1855180737544639	0.1855180737544639	0.1855180737544639	0.1855180737544639	0.1855180737544639	0.1855180737544639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.12477255880952005	-0.12477255880952005	-0.12477255880952005	-0.12477255880952005	-0.12477255880952005	0.2464111112276556	0.2464111112276556	0.2464111112276556	0.2464111112276556	0.2464111112276556	0.2464111112276556	0.2464111112276556	0.2464111112276556	0.2464111112276556	0.2464111112276556	0.2464111112276556	0.2464111112276556	0.2464111112276556	0.2464111112276556	0.2464111112276556	0.2464111112276556	0.2464111112276556	0.2464111112276556
