it	l_0	l_1	l_2	l_3	l_4	l_5	l_6	l_7	l_8	l_9	l_10	l_11	l_12	l_13	l_14	l_15	l_16	l_17	l_18	l_19	l_20	l_21	l_22	l_23	l_24	l_25	l_26	l_27	l_28	l_29	l_30	l_31	l_32	l_33	l_34	l_35	l_36	l_37	l_38	l_39	l_40	l_41	l_42	l_43	l_44	l_45	l_46	l_47	l_48	l_49	l_50	l_51	l_52	l_53	l_54	l_55	l_56	l_57	l_58	l_59	l_60	l_61	l_62	l_63	l_64	l_65	l_66	l_67	l_68	l_69	l_70	l_71	l_72	l_73	l_74	l_75	l_76	l_77	l_78	l_79	l_80	l_81	l_82	l_83	l_84	l_85	l_86	l_87	l_88	l_89	l_90	l_91	l_92	l_93	l_94	l_95	l_96	l_97	l_98	l_99	l_100	l_101	l_102	l_103	l_104	l_105	l_106	l_107	l_108	l_109	l_110	l_111	l_112	m_0	m_1	m_2	m_3	m_4	m_5	m_6	m_7	m_8	m_9	m_10	m_11	m_12	m_13	m_14	m_15	m_16	m_17	m_18	m_19	m_20	m_21	m_22	m_23	m_24	m_25	m_26	m_27	m_28	m_29	m_30	m_31	m_32	m_33	m_34	m_35	m_36	m_37	m_38	m_39	m_40	m_41	m_42	m_43	m_44	m_45	m_46	m_47	m_48	m_49	m_50	m_51	m_52	m_53	m_54	m_55	m_56	m_57	m_58	m_59	m_60	m_61	m_62	m_63	m_64	m_65	m_66	m_67	m_68	m_69	m_70	m_71	m_72	m_73	m_74	m_75	m_76	m_77	m_78	m_79	m_80	m_81	m_82	m_83	m_84	m_85	m_86	m_87	m_88	m_89	m_90	m_91	m_92	m_93	m_94	m_95	m_96	m_97	m_98	m_99	m_100	m_101	m_102	m_103	m_104	m_105	m_106	m_107	m_108	m_109	m_110	m_111	m_112	r_0	r_1	r_2	r_3	r_4	r_5	r_6	r_7	r_8	r_9	r_10	r_11	r_12	r_13	r_14	r_15	r_16	r_17	r_18	r_19	r_20	r_21	r_22	r_23	r_24	r_25	r_26	r_27	r_28	r_29	r_30	r_31	r_32	r_33	r_34	r_35	r_36	r_37	r_38	r_39	r_40	r_41	r_42	r_43	r_44	r_45	r_46	r_47	r_48	r_49	r_50	r_51	r_52	r_53	r_54	r_55	r_56	r_57	r_58	r_59	r_60	r_61	r_62	r_63	r_64	r_65	r_66	r_67	r_68	r_69	r_70	r_71	r_72	r_73	r_74	r_75	r_76	r_77	r_78	r_79	r_80	r_81	r_82	r_83	r_84	r_85	r_86	r_87	r_88	r_89	r_90	r_91	r_92	r_93	r_94	r_95	r_96	r_97	r_98	r_99	r_100	r_101	r_102	r_103	r_104	r_105	r_106	r_107	r_108	r_109	r_110	r_111	r_112	
0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21118388264782034	0.21118388264782034	0.21118388264782034	0.21118388264782034	0.21118388264782034	0.21118388264782034	0.21118388264782034	0.21118388264782034	0.21118388264782034	0.21118388264782034	0.21118388264782034	0.21118388264782034	0.21118388264782034	0.21118388264782034	0.21118388264782034	0.21118388264782034	0.21118388264782034	0.21118388264782034	0.21118388264782034	0.21118388264782034	0.21118388264782034	0.21118388264782034	0.21118388264782034	0.21118388264782034	0.21118388264782034	0.21118388264782034	0.21118388264782034	0.21118388264782034	0.21118388264782034	0.21118388264782034	0.21118388264782034	0.21118388264782034	0.21118388264782034	0.21118388264782034	0.21118388264782034	0.21118388264782034	0.21118388264782034	0.21118388264782034	0.21118388264782034	0.21118388264782034	0.21118388264782034	0.21118388264782034	0.21118388264782034	0.21118388264782034	0.21118388264782034	0.21118388264782034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1923851553347196	0.1923851553347196	0.1923851553347196	0.1923851553347196	0.1923851553347196	0.1923851553347196	0.1923851553347196	0.1923851553347196	0.1923851553347196	0.1923851553347196	0.1923851553347196	0.1923851553347196	0.1923851553347196	0.1923851553347196	0.1923851553347196	0.1923851553347196	0.1923851553347196	0.1923851553347196	0.1923851553347196	0.1923851553347196	0.1923851553347196	0.1923851553347196	0.1923851553347196	0.1923851553347196	0.1923851553347196	0.1923851553347196	0.1923851553347196	0.1923851553347196	0.1923851553347196	0.1923851553347196	0.1923851553347196	0.1923851553347196	0.1923851553347196	0.1923851553347196	0.1923851553347196	0.1923851553347196	0.1923851553347196	0.1923851553347196	0.1923851553347196	0.1923851553347196	0.1923851553347196	0.1923851553347196	0.1923851553347196	0.1923851553347196	0.1923851553347196	0.1923851553347196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018798727313100755	0.018798727313100755	0.018798727313100755	0.018798727313100755	0.018798727313100755	0.018798727313100755	0.018798727313100755	0.018798727313100755	0.018798727313100755	0.018798727313100755	0.018798727313100755	0.018798727313100755	0.018798727313100755	0.018798727313100755	0.018798727313100755	0.018798727313100755	0.018798727313100755	0.018798727313100755	0.018798727313100755	0.018798727313100755	0.018798727313100755	0.018798727313100755	0.018798727313100755	0.018798727313100755	0.018798727313100755	0.018798727313100755	0.018798727313100755	0.018798727313100755	0.018798727313100755	0.018798727313100755	0.018798727313100755	0.018798727313100755	0.018798727313100755	0.018798727313100755	0.018798727313100755	0.018798727313100755	0.018798727313100755	0.018798727313100755	0.018798727313100755	0.018798727313100755	0.018798727313100755	0.018798727313100755	0.018798727313100755	0.018798727313100755	0.018798727313100755	0.018798727313100755
5000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13898264433629448	0.13898264433629448	0.13898264433629448	0.13898264433629448	0.13898264433629448	0.13898264433629448	0.13898264433629448	0.13898264433629448	0.13898264433629448	0.13898264433629448	0.13898264433629448	0.13898264433629448	0.13898264433629448	0.13898264433629448	0.13898264433629448	0.13898264433629448	0.13898264433629448	0.13898264433629448	0.13898264433629448	0.13898264433629448	0.13898264433629448	0.13898264433629448	0.13898264433629448	0.13898264433629448	0.13898264433629448	0.13898264433629448	0.13898264433629448	0.13898264433629448	0.13898264433629448	0.13898264433629448	0.13898264433629448	0.13898264433629448	0.13898264433629448	0.13898264433629448	0.13898264433629448	0.13898264433629448	0.13898264433629448	0.13898264433629448	0.13898264433629448	0.13898264433629448	0.13898264433629448	0.13898264433629448	0.13898264433629448	0.13898264433629448	0.13898264433629448	0.13898264433629448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3759919066333116	0.3759919066333116	0.0734358218780868	0.0734358218780868	0.0734358218780868	0.0734358218780868	0.0734358218780868	0.0734358218780868	0.0734358218780868	0.0734358218780868	0.0734358218780868	0.0734358218780868	0.0734358218780868	0.0734358218780868	0.0734358218780868	0.0734358218780868	0.0734358218780868	0.0734358218780868	0.0734358218780868	0.0734358218780868	0.0734358218780868	0.0734358218780868	0.0734358218780868	0.0734358218780868	0.0734358218780868	0.0734358218780868	0.0734358218780868	0.0734358218780868	0.0734358218780868	0.0734358218780868	0.0734358218780868	0.0734358218780868	0.0734358218780868	0.0734358218780868	0.0734358218780868	0.0734358218780868	0.0734358218780868	0.0734358218780868	0.0734358218780868	0.0734358218780868	0.0734358218780868	0.0734358218780868	0.0734358218780868	0.0734358218780868	0.0734358218780868	0.0734358218780868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.23700926229701713	-0.23700926229701713	0.06554682245820768	0.06554682245820768	0.06554682245820768	0.06554682245820768	0.06554682245820768	0.06554682245820768	0.06554682245820768	0.06554682245820768	0.06554682245820768	0.06554682245820768	0.06554682245820768	0.06554682245820768	0.06554682245820768	0.06554682245820768	0.06554682245820768	0.06554682245820768	0.06554682245820768	0.06554682245820768	0.06554682245820768	0.06554682245820768	0.06554682245820768	0.06554682245820768	0.06554682245820768	0.06554682245820768	0.06554682245820768	0.06554682245820768	0.06554682245820768	0.06554682245820768	0.06554682245820768	0.06554682245820768	0.06554682245820768	0.06554682245820768	0.06554682245820768	0.06554682245820768	0.06554682245820768	0.06554682245820768	0.06554682245820768	0.06554682245820768	0.06554682245820768	0.06554682245820768	0.06554682245820768	0.06554682245820768	0.06554682245820768	0.06554682245820768
10000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11338989209915867	0.11338989209915867	0.11338989209915867	0.11338989209915867	0.11338989209915867	0.11338989209915867	0.11338989209915867	0.11338989209915867	0.11338989209915867	0.11338989209915867	0.11338989209915867	0.11338989209915867	0.11338989209915867	0.11338989209915867	0.11338989209915867	0.11338989209915867	0.11338989209915867	0.11338989209915867	0.11338989209915867	0.11338989209915867	0.11338989209915867	0.11338989209915867	0.11338989209915867	0.11338989209915867	0.11338989209915867	0.11338989209915867	0.11338989209915867	0.11338989209915867	0.11338989209915867	0.11338989209915867	0.11338989209915867	0.11338989209915867	0.11338989209915867	0.11338989209915867	0.11338989209915867	0.11338989209915867	0.11338989209915867	0.11338989209915867	0.11338989209915867	0.11338989209915867	0.11338989209915867	0.11338989209915867	0.11338989209915867	0.11338989209915867	0.11338989209915867	0.11338989209915867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4328043762639013	0.4328043762639013	0.09172846361654978	0.09172846361654978	0.09172846361654978	0.09172846361654978	0.09172846361654978	0.09172846361654978	0.09172846361654978	0.09172846361654978	0.09172846361654978	0.09172846361654978	0.09172846361654978	0.09172846361654978	0.09172846361654978	0.09172846361654978	0.09172846361654978	0.09172846361654978	0.09172846361654978	0.09172846361654978	0.09172846361654978	0.09172846361654978	0.09172846361654978	0.09172846361654978	0.09172846361654978	0.09172846361654978	0.09172846361654978	0.09172846361654978	0.09172846361654978	0.09172846361654978	0.09172846361654978	0.09172846361654978	0.09172846361654978	0.09172846361654978	0.09172846361654978	0.09172846361654978	0.09172846361654978	0.09172846361654978	0.09172846361654978	0.09172846361654978	0.09172846361654978	0.09172846361654978	0.09172846361654978	0.09172846361654978	0.09172846361654978	0.09172846361654978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.3194144841647426	-0.3194144841647426	0.021661428482608894	0.021661428482608894	0.021661428482608894	0.021661428482608894	0.021661428482608894	0.021661428482608894	0.021661428482608894	0.021661428482608894	0.021661428482608894	0.021661428482608894	0.021661428482608894	0.021661428482608894	0.021661428482608894	0.021661428482608894	0.021661428482608894	0.021661428482608894	0.021661428482608894	0.021661428482608894	0.021661428482608894	0.021661428482608894	0.021661428482608894	0.021661428482608894	0.021661428482608894	0.021661428482608894	0.021661428482608894	0.021661428482608894	0.021661428482608894	0.021661428482608894	0.021661428482608894	0.021661428482608894	0.021661428482608894	0.021661428482608894	0.021661428482608894	0.021661428482608894	0.021661428482608894	0.021661428482608894	0.021661428482608894	0.021661428482608894	0.021661428482608894	0.021661428482608894	0.021661428482608894	0.021661428482608894	0.021661428482608894	0.021661428482608894
15000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07815101067481973	0.07815101067481973	0.07815101067481973	0.07815101067481973	0.07815101067481973	0.07815101067481973	0.07815101067481973	0.07815101067481973	0.07815101067481973	0.07815101067481973	0.07815101067481973	0.07815101067481973	0.07815101067481973	0.07815101067481973	0.07815101067481973	0.07815101067481973	0.07815101067481973	0.07815101067481973	0.14829147345123406	0.14829147345123406	0.14829147345123406	0.14829147345123406	0.14829147345123406	0.14829147345123406	0.14829147345123406	0.14829147345123406	0.14829147345123406	0.14829147345123406	0.14829147345123406	0.14829147345123406	0.14829147345123406	0.14829147345123406	0.14829147345123406	0.14829147345123406	0.14829147345123406	0.14829147345123406	0.14829147345123406	0.14829147345123406	0.14829147345123406	0.14829147345123406	0.14829147345123406	0.14829147345123406	0.14829147345123406	0.14829147345123406	0.14829147345123406	0.14829147345123406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4822170100081359	0.4822170100081359	0.4822170100081359	0.4822170100081359	0.06556057789460512	0.06556057789460512	0.06556057789460512	0.06556057789460512	0.06556057789460512	0.06556057789460512	0.06556057789460512	0.06556057789460512	0.06556057789460512	0.06556057789460512	0.06556057789460512	0.06556057789460512	0.06556057789460512	0.06556057789460512	0.06556057789460512	0.06556057789460512	0.06556057789460512	0.06556057789460512	0.06556057789460512	0.06556057789460512	0.06556057789460512	0.06556057789460512	0.06556057789460512	0.06556057789460512	0.06556057789460512	0.06556057789460512	0.06556057789460512	0.06556057789460512	0.06556057789460512	0.06556057789460512	0.06556057789460512	0.06556057789460512	0.06556057789460512	0.06556057789460512	0.06556057789460512	0.06556057789460512	0.06556057789460512	0.06556057789460512	0.06556057789460512	0.06556057789460512	0.06556057789460512	0.06556057789460512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.40406599933331616	-0.40406599933331616	-0.40406599933331616	-0.40406599933331616	0.012590432780214614	0.012590432780214614	0.012590432780214614	0.012590432780214614	0.012590432780214614	0.012590432780214614	0.012590432780214614	0.012590432780214614	0.012590432780214614	0.012590432780214614	0.012590432780214614	0.012590432780214614	0.012590432780214614	0.012590432780214614	0.08273089555662894	0.08273089555662894	0.08273089555662894	0.08273089555662894	0.08273089555662894	0.08273089555662894	0.08273089555662894	0.08273089555662894	0.08273089555662894	0.08273089555662894	0.08273089555662894	0.08273089555662894	0.08273089555662894	0.08273089555662894	0.08273089555662894	0.08273089555662894	0.08273089555662894	0.08273089555662894	0.08273089555662894	0.08273089555662894	0.08273089555662894	0.08273089555662894	0.08273089555662894	0.08273089555662894	0.08273089555662894	0.08273089555662894	0.08273089555662894	0.08273089555662894
20000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20625183429565308	0.20625183429565308	0.20625183429565308	0.0677235427491281	0.0677235427491281	0.0677235427491281	0.0677235427491281	0.0677235427491281	0.0677235427491281	0.0677235427491281	0.0677235427491281	0.0677235427491281	0.0677235427491281	0.0677235427491281	0.0677235427491281	0.0677235427491281	0.0677235427491281	0.3645067021637175	0.3645067021637175	0.3645067021637175	0.3645067021637175	0.3645067021637175	0.3645067021637175	0.3645067021637175	0.1327171802408599	0.1327171802408599	0.1327171802408599	0.1327171802408599	0.1327171802408599	0.1327171802408599	0.1327171802408599	0.1327171802408599	0.1327171802408599	0.1327171802408599	0.1327171802408599	0.1327171802408599	0.1327171802408599	0.1327171802408599	0.1327171802408599	0.1327171802408599	0.1327171802408599	0.1327171802408599	0.1327171802408599	0.1327171802408599	0.1327171802408599	0.1327171802408599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4536012411530058	0.4536012411530058	0.4536012411530058	0.4536012411530058	0.05126949951375069	0.05126949951375069	0.05126949951375069	0.05126949951375069	0.05126949951375069	0.05126949951375069	0.05126949951375069	0.05126949951375069	0.05126949951375069	0.05126949951375069	0.05126949951375069	0.05126949951375069	0.05126949951375069	0.05126949951375069	0.05126949951375069	0.05126949951375069	0.05126949951375069	0.05126949951375069	0.05126949951375069	0.05126949951375069	0.05126949951375069	0.05126949951375069	0.05126949951375069	0.05126949951375069	0.05126949951375069	0.05126949951375069	0.05126949951375069	0.05126949951375069	0.05126949951375069	0.05126949951375069	0.05126949951375069	0.05126949951375069	0.05126949951375069	0.05126949951375069	0.05126949951375069	0.05126949951375069	0.05126949951375069	0.05126949951375069	0.05126949951375069	0.05126949951375069	0.05126949951375069	0.05126949951375069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.24734940685735274	-0.24734940685735274	-0.24734940685735274	-0.3858776984038777	0.016454043235377414	0.016454043235377414	0.016454043235377414	0.016454043235377414	0.016454043235377414	0.016454043235377414	0.016454043235377414	0.016454043235377414	0.016454043235377414	0.016454043235377414	0.016454043235377414	0.016454043235377414	0.016454043235377414	0.3132372026499668	0.3132372026499668	0.3132372026499668	0.3132372026499668	0.3132372026499668	0.3132372026499668	0.3132372026499668	0.08144768072710921	0.08144768072710921	0.08144768072710921	0.08144768072710921	0.08144768072710921	0.08144768072710921	0.08144768072710921	0.08144768072710921	0.08144768072710921	0.08144768072710921	0.08144768072710921	0.08144768072710921	0.08144768072710921	0.08144768072710921	0.08144768072710921	0.08144768072710921	0.08144768072710921	0.08144768072710921	0.08144768072710921	0.08144768072710921	0.08144768072710921	0.08144768072710921
25000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22899048016392423	0.22899048016392423	0.22899048016392423	0.22899048016392423	0.22899048016392423	0.04832166535278369	0.04832166535278369	0.04832166535278369	0.04832166535278369	0.04832166535278369	0.04832166535278369	0.04832166535278369	0.04832166535278369	0.04832166535278369	0.04832166535278369	0.04832166535278369	0.04832166535278369	0.5502989402494188	0.5502989402494188	0.5502989402494188	0.5502989402494188	0.5502989402494188	0.5502989402494188	0.05791814492679997	0.05791814492679997	0.05791814492679997	0.05791814492679997	0.05791814492679997	0.05791814492679997	0.05791814492679997	0.05791814492679997	0.05791814492679997	0.05791814492679997	0.05791814492679997	0.05791814492679997	0.05791814492679997	0.05791814492679997	0.05791814492679997	0.05791814492679997	0.05791814492679997	0.05791814492679997	0.05791814492679997	0.05791814492679997	0.05791814492679997	0.05791814492679997	0.05791814492679997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6157814612536329	0.6157814612536329	0.6157814612536329	0.6157814612536329	0.6157814612536329	0.08657272945968532	0.08657272945968532	0.08657272945968532	0.08657272945968532	0.08657272945968532	0.08657272945968532	0.08657272945968532	0.08657272945968532	0.08657272945968532	0.08657272945968532	0.08657272945968532	0.08657272945968532	0.08657272945968532	0.08657272945968532	0.08657272945968532	0.08657272945968532	0.08657272945968532	0.08657272945968532	0.08657272945968532	0.08657272945968532	0.08657272945968532	0.08657272945968532	0.08657272945968532	0.08657272945968532	0.08657272945968532	0.08657272945968532	0.08657272945968532	0.08657272945968532	0.08657272945968532	0.08657272945968532	0.08657272945968532	0.08657272945968532	0.08657272945968532	0.08657272945968532	0.08657272945968532	0.08657272945968532	0.08657272945968532	0.08657272945968532	0.08657272945968532	0.08657272945968532	0.08657272945968532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.38679098108970866	-0.38679098108970866	-0.38679098108970866	-0.38679098108970866	-0.38679098108970866	-0.03825106410690163	-0.03825106410690163	-0.03825106410690163	-0.03825106410690163	-0.03825106410690163	-0.03825106410690163	-0.03825106410690163	-0.03825106410690163	-0.03825106410690163	-0.03825106410690163	-0.03825106410690163	-0.03825106410690163	0.46372621078973353	0.46372621078973353	0.46372621078973353	0.46372621078973353	0.46372621078973353	0.46372621078973353	-0.02865458453288535	-0.02865458453288535	-0.02865458453288535	-0.02865458453288535	-0.02865458453288535	-0.02865458453288535	-0.02865458453288535	-0.02865458453288535	-0.02865458453288535	-0.02865458453288535	-0.02865458453288535	-0.02865458453288535	-0.02865458453288535	-0.02865458453288535	-0.02865458453288535	-0.02865458453288535	-0.02865458453288535	-0.02865458453288535	-0.02865458453288535	-0.02865458453288535	-0.02865458453288535	-0.02865458453288535	-0.02865458453288535
