it	l_0	l_1	l_2	l_3	l_4	l_5	l_6	l_7	l_8	l_9	l_10	l_11	l_12	l_13	l_14	l_15	l_16	l_17	l_18	l_19	l_20	l_21	l_22	l_23	l_24	l_25	l_26	l_27	l_28	l_29	l_30	l_31	l_32	l_33	l_34	l_35	l_36	l_37	l_38	l_39	l_40	l_41	l_42	l_43	l_44	l_45	l_46	l_47	l_48	l_49	l_50	l_51	l_52	l_53	l_54	l_55	l_56	l_57	l_58	l_59	l_60	l_61	l_62	l_63	l_64	l_65	l_66	l_67	l_68	l_69	l_70	l_71	l_72	l_73	l_74	l_75	l_76	l_77	l_78	l_79	l_80	l_81	l_82	l_83	l_84	l_85	m_0	m_1	m_2	m_3	m_4	m_5	m_6	m_7	m_8	m_9	m_10	m_11	m_12	m_13	m_14	m_15	m_16	m_17	m_18	m_19	m_20	m_21	m_22	m_23	m_24	m_25	m_26	m_27	m_28	m_29	m_30	m_31	m_32	m_33	m_34	m_35	m_36	m_37	m_38	m_39	m_40	m_41	m_42	m_43	m_44	m_45	m_46	m_47	m_48	m_49	m_50	m_51	m_52	m_53	m_54	m_55	m_56	m_57	m_58	m_59	m_60	m_61	m_62	m_63	m_64	m_65	m_66	m_67	m_68	m_69	m_70	m_71	m_72	m_73	m_74	m_75	m_76	m_77	m_78	m_79	m_80	m_81	m_82	m_83	m_84	m_85	r_0	r_1	r_2	r_3	r_4	r_5	r_6	r_7	r_8	r_9	r_10	r_11	r_12	r_13	r_14	r_15	r_16	r_17	r_18	r_19	r_20	r_21	r_22	r_23	r_24	r_25	r_26	r_27	r_28	r_29	r_30	r_31	r_32	r_33	r_34	r_35	r_36	r_37	r_38	r_39	r_40	r_41	r_42	r_43	r_44	r_45	r_46	r_47	r_48	r_49	r_50	r_51	r_52	r_53	r_54	r_55	r_56	r_57	r_58	r_59	r_60	r_61	r_62	r_63	r_64	r_65	r_66	r_67	r_68	r_69	r_70	r_71	r_72	r_73	r_74	r_75	r_76	r_77	r_78	r_79	r_80	r_81	r_82	r_83	r_84	r_85	
0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11667343309108713	0.11667343309108713	0.11667343309108713	0.11667343309108713	0.11667343309108713	0.11667343309108713	0.11667343309108713	0.11667343309108713	0.11667343309108713	0.11667343309108713	0.11667343309108713	0.11667343309108713	0.11667343309108713	0.11667343309108713	0.11667343309108713	0.11667343309108713	0.11667343309108713	0.11667343309108713	0.11667343309108713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10186115287446938	0.10186115287446938	0.10186115287446938	0.10186115287446938	0.10186115287446938	0.10186115287446938	0.10186115287446938	0.10186115287446938	0.10186115287446938	0.10186115287446938	0.10186115287446938	0.10186115287446938	0.10186115287446938	0.10186115287446938	0.10186115287446938	0.10186115287446938	0.10186115287446938	0.10186115287446938	0.10186115287446938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014812280216617749	0.014812280216617749	0.014812280216617749	0.014812280216617749	0.014812280216617749	0.014812280216617749	0.014812280216617749	0.014812280216617749	0.014812280216617749	0.014812280216617749	0.014812280216617749	0.014812280216617749	0.014812280216617749	0.014812280216617749	0.014812280216617749	0.014812280216617749	0.014812280216617749	0.014812280216617749	0.014812280216617749
5000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11228935434382925	0.11228935434382925	0.11228935434382925	0.11228935434382925	0.11228935434382925	0.11228935434382925	0.11228935434382925	0.11228935434382925	0.11228935434382925	0.11228935434382925	0.11228935434382925	0.11228935434382925	0.11228935434382925	0.11228935434382925	0.11228935434382925	0.11228935434382925	0.11228935434382925	0.11228935434382925	0.11228935434382925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5562426000913225	0.5562426000913225	0.5562426000913225	0.5562426000913225	0.07372297123603329	0.07372297123603329	0.07372297123603329	0.07372297123603329	0.07372297123603329	0.07372297123603329	0.07372297123603329	0.07372297123603329	0.07372297123603329	0.07372297123603329	0.07372297123603329	0.07372297123603329	0.07372297123603329	0.07372297123603329	0.07372297123603329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.4439532457474933	-0.4439532457474933	-0.4439532457474933	-0.4439532457474933	0.03856638310779596	0.03856638310779596	0.03856638310779596	0.03856638310779596	0.03856638310779596	0.03856638310779596	0.03856638310779596	0.03856638310779596	0.03856638310779596	0.03856638310779596	0.03856638310779596	0.03856638310779596	0.03856638310779596	0.03856638310779596	0.03856638310779596
10000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12761568328597223	0.12761568328597223	0.12761568328597223	0.12761568328597223	0.12761568328597223	0.12761568328597223	0.12761568328597223	0.12761568328597223	0.12761568328597223	0.12761568328597223	0.12761568328597223	0.12761568328597223	0.12761568328597223	0.12761568328597223	0.12761568328597223	0.12761568328597223	0.12761568328597223	0.12761568328597223	0.12761568328597223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7251911074005669	0.7251911074005669	0.7251911074005669	0.7251911074005669	0.7251911074005669	0.08202392327297782	0.08202392327297782	0.08202392327297782	0.08202392327297782	0.08202392327297782	0.08202392327297782	0.08202392327297782	0.08202392327297782	0.08202392327297782	0.08202392327297782	0.08202392327297782	0.08202392327297782	0.08202392327297782	0.08202392327297782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5975754241145947	-0.5975754241145947	-0.5975754241145947	-0.5975754241145947	-0.5975754241145947	0.045591760012994406	0.045591760012994406	0.045591760012994406	0.045591760012994406	0.045591760012994406	0.045591760012994406	0.045591760012994406	0.045591760012994406	0.045591760012994406	0.045591760012994406	0.045591760012994406	0.045591760012994406	0.045591760012994406	0.045591760012994406
15000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24683982982925864	0.27407759087942735	0.27407759087942735	0.1343935411139778	0.1343935411139778	0.1343935411139778	0.1343935411139778	0.1343935411139778	0.1343935411139778	0.1343935411139778	0.1343935411139778	0.1343935411139778	0.1343935411139778	0.1343935411139778	0.1343935411139778	0.1343935411139778	0.1343935411139778	0.1343935411139778	0.1343935411139778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5000147947236677	0.5000147947236677	0.5000147947236677	0.5000147947236677	0.5000147947236677	0.5000147947236677	0.07424254089301749	0.07424254089301749	0.07424254089301749	0.07424254089301749	0.07424254089301749	0.07424254089301749	0.07424254089301749	0.07424254089301749	0.07424254089301749	0.07424254089301749	0.07424254089301749	0.07424254089301749	0.07424254089301749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.25317496489440905	-0.22593720384424038	-0.22593720384424038	-0.3656212536096899	-0.3656212536096899	-0.3656212536096899	0.060151000220960316	0.060151000220960316	0.060151000220960316	0.060151000220960316	0.060151000220960316	0.060151000220960316	0.060151000220960316	0.060151000220960316	0.060151000220960316	0.060151000220960316	0.060151000220960316	0.060151000220960316	0.060151000220960316
20000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17231997071828267	0.17231997071828267	0.17231997071828267	0.17231997071828267	0.17231997071828267	0.17231997071828267	0.17231997071828267	0.17231997071828267	0.17231997071828267	0.17231997071828267	0.17231997071828267	0.17231997071828267	0.17231997071828267	0.17231997071828267	0.17231997071828267	0.17231997071828267	0.17231997071828267	0.17231997071828267	0.17231997071828267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5484908824970525	0.5484908824970525	0.5484908824970525	0.5484908824970525	0.5484908824970525	0.5484908824970525	0.049041251494620346	0.049041251494620346	0.049041251494620346	0.049041251494620346	0.049041251494620346	0.049041251494620346	0.049041251494620346	0.049041251494620346	0.049041251494620346	0.049041251494620346	0.049041251494620346	0.049041251494620346	0.049041251494620346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.3761709117787698	-0.3761709117787698	-0.3761709117787698	-0.3761709117787698	-0.3761709117787698	-0.3761709117787698	0.12327871922366232	0.12327871922366232	0.12327871922366232	0.12327871922366232	0.12327871922366232	0.12327871922366232	0.12327871922366232	0.12327871922366232	0.12327871922366232	0.12327871922366232	0.12327871922366232	0.12327871922366232	0.12327871922366232
25000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12684014797615104	0.12684014797615104	0.12684014797615104	0.12684014797615104	0.12684014797615104	0.12684014797615104	0.12684014797615104	0.12684014797615104	0.12684014797615104	0.12684014797615104	0.12684014797615104	0.12684014797615104	0.12684014797615104	0.12684014797615104	0.12684014797615104	0.12684014797615104	0.12684014797615104	0.12684014797615104	0.36021134393171333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4032956609625229	0.4032956609625229	0.4032956609625229	0.4032956609625229	0.4032956609625229	0.4032956609625229	0.14127334991649576	0.14127334991649576	0.14127334991649576	0.14127334991649576	0.14127334991649576	0.14127334991649576	0.14127334991649576	0.040099617477639335	0.040099617477639335	0.040099617477639335	0.040099617477639335	0.040099617477639335	0.040099617477639335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.27645551298637183	-0.27645551298637183	-0.27645551298637183	-0.27645551298637183	-0.27645551298637183	-0.27645551298637183	-0.014433201940344725	-0.014433201940344725	-0.014433201940344725	-0.014433201940344725	-0.014433201940344725	-0.014433201940344725	-0.014433201940344725	0.0867405304985117	0.0867405304985117	0.0867405304985117	0.0867405304985117	0.0867405304985117	0.320111726454074
30000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13210878222499292	0.13210878222499292	0.13210878222499292	0.13210878222499292	0.13210878222499292	0.13210878222499292	0.13210878222499292	0.13210878222499292	0.13210878222499292	0.13210878222499292	0.13210878222499292	0.13210878222499292	0.13210878222499292	0.13210878222499292	0.13210878222499292	0.13210878222499292	0.13210878222499292	0.13210878222499292	0.13210878222499292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5502363054562923	0.5502363054562923	0.5502363054562923	0.5502363054562923	0.5502363054562923	0.5502363054562923	0.5502363054562923	0.022044990013959417	0.022044990013959417	0.022044990013959417	0.022044990013959417	0.022044990013959417	0.022044990013959417	0.022044990013959417	0.022044990013959417	0.022044990013959417	0.022044990013959417	0.022044990013959417	0.022044990013959417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.4181275232312994	-0.4181275232312994	-0.4181275232312994	-0.4181275232312994	-0.4181275232312994	-0.4181275232312994	-0.4181275232312994	0.1100637922110335	0.1100637922110335	0.1100637922110335	0.1100637922110335	0.1100637922110335	0.1100637922110335	0.1100637922110335	0.1100637922110335	0.1100637922110335	0.1100637922110335	0.1100637922110335	0.1100637922110335
35000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12740303012878837	0.12740303012878837	0.12740303012878837	0.12740303012878837	0.12740303012878837	0.12740303012878837	0.12740303012878837	0.12740303012878837	0.12740303012878837	0.12740303012878837	0.12740303012878837	0.12740303012878837	0.12740303012878837	0.12740303012878837	0.12740303012878837	0.12740303012878837	0.12740303012878837	0.12740303012878837	0.12740303012878837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39517174836935554	0.39517174836935554	0.39517174836935554	0.39517174836935554	0.39517174836935554	0.39517174836935554	0.39517174836935554	0.03895817718549082	0.03895817718549082	0.03895817718549082	0.03895817718549082	0.03895817718549082	0.03895817718549082	0.03895817718549082	0.03895817718549082	0.03895817718549082	0.03895817718549082	0.03895817718549082	0.03895817718549082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.26776871824056714	-0.26776871824056714	-0.26776871824056714	-0.26776871824056714	-0.26776871824056714	-0.26776871824056714	-0.26776871824056714	0.08844485294329754	0.08844485294329754	0.08844485294329754	0.08844485294329754	0.08844485294329754	0.08844485294329754	0.08844485294329754	0.08844485294329754	0.08844485294329754	0.08844485294329754	0.08844485294329754	0.08844485294329754
40000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11433853279118286	0.11433853279118286	0.11433853279118286	0.11433853279118286	0.11433853279118286	0.11433853279118286	0.11433853279118286	0.11433853279118286	0.11433853279118286	0.11433853279118286	0.11433853279118286	0.11433853279118286	0.11433853279118286	0.11433853279118286	0.11433853279118286	0.11433853279118286	0.11433853279118286	0.11433853279118286	0.11433853279118286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.610973794996531	0.610973794996531	0.610973794996531	0.610973794996531	0.610973794996531	0.610973794996531	0.05165101729900978	0.05165101729900978	0.05165101729900978	0.05165101729900978	0.05165101729900978	0.05165101729900978	0.05165101729900978	0.05165101729900978	0.05165101729900978	0.05165101729900978	0.05165101729900978	0.05165101729900978	0.05165101729900978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.49663526220534815	-0.49663526220534815	-0.49663526220534815	-0.49663526220534815	-0.49663526220534815	-0.49663526220534815	0.06268751549217308	0.06268751549217308	0.06268751549217308	0.06268751549217308	0.06268751549217308	0.06268751549217308	0.06268751549217308	0.06268751549217308	0.06268751549217308	0.06268751549217308	0.06268751549217308	0.06268751549217308	0.06268751549217308
