it	posterior	prior	PP_lik	BD_lik	q_0	q_1	q_2	alpha	k_birth	k_death	RJ_hp	root_age	death_age	tot_length	Albertosaurus_TS	Alioramus_TS	Daspletosaurus_TS	Gorgosaurus_TS	Lythronax_TS	Nanotyrannus_TS	Nanuqsaurus_TS	Ornithomimus_TS	Tarbosaurus_TS	Teratophoneus_TS	Tyrannosauripus_TS	Tyrannosaurus_TS	Yezosaurus_TS	Zhuchengtyrannus_TS	Albertosaurus_TE	Alioramus_TE	Daspletosaurus_TE	Gorgosaurus_TE	Lythronax_TE	Nanotyrannus_TE	Nanuqsaurus_TE	Ornithomimus_TE	Tarbosaurus_TE	Teratophoneus_TE	Tyrannosauripus_TE	Tyrannosaurus_TE	Yezosaurus_TE	Zhuchengtyrannus_TE
55000	-642.277599312546	-28.978540230936286	-562.4856552112748	-50.81340387033504	1.7922650009420265	0.7483243473709775	2.44902118471062	0.842805226200723	2	3	1.9158479480278165	85.39813307820472	65.99127026429001	108.06854885623963	85.16150111587946	70.54854758368889	83.74273300910615	83.16945914244802	81.03009048799458	69.48384270062569	69.9199979491391	82.16416802404851	82.81205853192593	83.18099646192161	67.54426666034838	83.0568542781879	85.39813307820472	71.65344983759343	66.5603629378718	66.61219761757471	66.62867811434998	66.57032846362226	79.26059859195894	66.06230079087038	69.00422925462357	82.07781830227	66.22442411752355	73.28076637985399	66.691676482187	65.99127026429001	85.06513950643253	70.767759181444
60000	-642.2933838056268	-31.647864771959924	-562.8999508710571	-47.74556816260986	2.547033743752859	0.8021459464689427	3.503673355418822	1.3745713809228284	2	3	2.0616404186389716	85.27294519598051	65.9673341394175	116.26620995682548	84.67424858949454	77.52894612652943	83.76959287329672	83.25761168311124	83.0143948927039	69.58794618180048	69.3387767997027	83.23071187665391	83.14372210516906	84.24815033225367	67.63830058095874	83.26750362845353	85.27294519598051	70.99093269425197	66.59337572723408	66.60864162533606	66.55027679612576	66.48409414980655	80.40382319869053	66.45067500750595	68.86417176880148	82.06110445238177	66.15999648772961	73.6954344694642	67.06948765678615	65.9673341394175	85.22287033686227	70.566287787393
65000	-637.863797232889	-24.29418554056781	-553.760952938641	-59.80865875368022	1.224172694205086	1.0418887501035525	3.02226986588103	1.3186859802563502	2	2	1.1221620958912635	85.54663895336465	65.96204724786182	118.00125256991274	85.33422404254308	82.94825789218453	84.06965516574869	82.97554693766742	80.52053044326013	69.59311044328231	69.1667911855586	82.54271591021283	82.14981510899383	82.57337061857737	67.25093287284973	82.03215384241986	85.54663895336465	70.86258239077898	67.05518899812529	66.12366116888607	66.51128319400767	66.36966115706603	80.14249583632505	65.96204724786182	68.92151675452118	80.72203268815349	66.14077315641298	72.45613171828232	67.07942474395368	66.03952309363733	85.21155409345583	70.82977938684053
70000	-648.8673664763581	-25.635079808437347	-566.2470253319758	-56.98526133594498	0.9896818228790125	1.0324127701646875	3.422687288088528	0.76001009461351	2	2	2.4904100738703705	85.86447981983358	66.02210850534509	123.41753450224648	85.32190587761062	80.65944613189934	84.1953658000325	82.89632994628306	80.77232774740263	75.58349086361733	69.36567148538651	82.13186948784555	82.18546210520948	82.27097973320365	67.28309711812526	82.50010547643866	85.86447981983358	71.09642153777054	66.70809571107144	66.68949058123424	66.58250915073081	66.21110720290041	78.9391994406878	66.37672574791233	68.92615784704239	81.37574716718599	66.02210850534509	72.95387476166854	66.37130308664781	66.08443621923927	85.06330474076638	70.40535846597972
75000	-647.6017469665434	-28.097057330767488	-559.9643677925193	-59.540321843256606	2.3083644977651048	0.8759735873877088	2.866309381692152	1.000601826252171	3	2	2.1674967175541413	85.29811026790863	65.74273405416679	126.37797321347085	84.55345985226059	82.75641551894282	85.25692978505401	83.18312545748816	82.19342240023639	77.95479622671348	69.07483722143704	82.35769487725186	82.96444424890112	79.17627173031366	67.12818047781792	83.25066774322487	85.29811026790863	70.93043783172855	67.05756343922485	65.74273405416679	66.02355482014909	66.20640888691408	79.45688839240057	66.16448417750682	69.01460362828946	81.63191454274627	66.17623495470559	73.8920991514291	67.06449730667335	66.05359152367649	85.08661254446663	70.12963300345915
80000	-643.4415616760061	-25.609157723340395	-551.9908520382728	-65.84155191439288	1.9776401865684132	1.3129849557886666	4.012120229707425	0.6370331944067755	2	2	2.587188825574978	85.26549138061861	65.53505929773341	121.8421113286164	84.90869642117185	84.48482461294397	83.93136658292572	83.72204971329295	82.23349045569775	73.11984491043359	69.2756190472382	82.11239687228762	82.15302859977812	78.89074872332833	67.30852729084741	82.021495796363	85.26549138061861	70.88915191118429	67.08170849092588	66.5319502045185	66.42348543095282	65.95026248389121	80.36801670263962	65.53505929773341	68.97978106588451	82.06268725816241	66.09964594661186	70.43620099663353	66.95114438926282	66.07811979809375	85.16152090539913	70.81503801878554
85000	-657.1154203946817	-27.979587220610732	-562.6805345202977	-66.4552986537733	2.441903625159969	1.138715753796448	3.074745478381937	0.9843767994927676	2	3	3.4731774927341688	85.28276407151066	66.04607216156013	122.25222284101308	84.63333476706448	83.70674496681742	85.28276407151066	84.46472124566563	80.58313171915887	69.8813391999225	69.34540412985451	83.0120762961015	82.1640008025034	78.87973761022835	67.11929965686446	82.6328361691457	85.26949248001544	71.15629824759367	66.94571968188839	66.65860762641911	66.33579144447546	66.42737019475621	80.27743083913872	66.19897186491394	69.00083283782583	81.23339608013184	66.07433747306769	69.21621634799355	66.94447288330124	66.04607216156013	85.1410921939024	69.378646892059
90000	-627.3935444039577	-29.006209736586822	-540.180336882288	-58.206997785082876	3.8163622848509315	1.136580512118367	3.6165523876073413	1.4810413512692067	2	2	0.8253504917250705	85.28909883877573	65.79896244988268	96.33005540309946	84.96865046851914	70.56666336562203	83.75212331683458	82.41798092481997	80.4726994762656	69.47781698595848	69.04122979733567	82.14538984359297	82.21661092735111	77.58300499608902	67.1224766108979	82.28778720189345	85.28909883877573	70.85743106808627	66.29959070534147	67.08677953809189	66.18659801124133	66.45061097295894	80.32352531175164	66.29017971794477	69.01779061910987	82.05900854126696	65.79896244988268	73.80995685516488	66.48573257265228	66.02838405511665	85.20202754740406	70.82976152101506
95000	-627.1909743526865	-29.573777150502067	-545.9094032461667	-51.70779395601767	3.346274465746759	1.105850829062201	3.419388990402289	1.3025648341366474	2	2	2.0035312153629423	85.34611621036164	66.05399607311551	98.94953324126718	84.83589447900327	70.6338048201721	83.91280308020586	82.984610044612	80.42502084316124	70.59158708675038	69.21956743994144	82.12957635465962	82.3881130114668	77.12674832961685	68.1393556945146	82.34907890705145	85.34611621036164	70.85794285437503	66.49145383713933	66.51019210828134	66.50581844646723	66.41100423945879	80.38758116659479	66.05399607311551	68.99085807511257	81.90365940595862	66.17709458955296	73.90367827650255	66.58241561154084	66.07417948717011	85.17626055913206	70.82249403859839
100000	-634.9332376240358	-25.78660147166845	-548.3871921868832	-60.75944396548414	3.1615098626856803	0.8821525706621666	3.3238597928037685	1.2456917122865914	2	2	1.9428024135807362	85.26033202106008	66.05392850797311	99.09918103281683	84.71509392765455	70.4651103884957	83.88650031827746	82.70194747284155	80.89949615952045	69.66746351819383	69.11470696171735	82.15660135317441	82.43390366101204	77.66931309571575	67.12639372267965	82.59114486373136	85.26033202106008	71.94948048270689	67.05299405361669	66.93026049300876	66.43436296046845	66.55594076246331	80.37735041828779	66.41624666230939	68.78671069300543	81.9964766041183	66.12369056145472	72.17278591317701	66.64979928729768	66.05392850797311	85.22460617954384	70.76315381723975
105000	-646.4212513622895	-32.45435011103136	-552.0103563352438	-61.95654491601431	3.7197913088489494	1.4199878523313698	4.179603486391737	1.0629878698637332	2	3	2.1822127816034698	85.25014376983918	65.94810155884873	98.6847113803928	84.89295112410257	71.17073217548969	83.82934057816196	82.4878610368355	80.50333377936954	69.82714971080226	69.30910280549548	82.59793842994023	82.19072207550462	75.78602663864847	67.13302374801079	82.49737633821329	85.25014376983918	70.90382599386894	66.5117881816988	66.30625855918585	66.42217429907248	66.23148578565136	78.8675104525434	66.249554204449	68.71123210488793	81.97266106159154	66.12014342381859	73.99342533523915	66.92409057450693	65.94810155884873	85.12639514279975	70.3099961395962
110000	-635.0101348718825	-26.528709926768578	-551.1443488271346	-57.337076117979336	2.731545603624837	1.1223062647191666	3.1271376857876647	1.0061628503788447	2	2	3.044577138082943	85.28320277604087	65.29144379247585	103.03815666583361	84.8213247225563	71.31223358644868	84.12459466756884	82.75452525505973	80.73929935846569	69.4216869476177	69.10044526961902	82.09715494824695	82.19093978734283	78.31698340379005	67.3286468985014	82.21837832995656	85.28320277604087	71.33096371246091	66.54785025249632	66.73375181691435	66.65465208949126	66.57711940867202	80.0178711458948	65.29144379247585	68.9574304690289	81.99046323370507	65.9668250885091	70.89028817183	66.56868778950476	66.0478393681491	85.21789708413746	70.54010328703293
115000	-654.2197134648864	-26.061136664551498	-566.6396237307166	-61.518953069618306	1.3337385791182785	1.0632757526921404	3.162073707262899	1.0388460144192255	2	2	2.0393998299569684	86.08161832034253	65.60650864745266	116.65661565861387	84.8463208930792	71.7165795072304	84.35271069984438	84.47441618473157	82.06535823193049	70.1389361364343	69.194862356835	82.79445013974849	82.35610229955697	80.36136139634297	67.92265856600507	82.67974734094302	86.08161832034253	70.89263467072753	66.55321809321362	65.60650864745266	66.54746395824024	65.898604817897	80.4132871012499	65.94612017297513	68.91380246499196	81.9387585862723	66.16037326576381	66.86719384457164	66.29844426474831	66.07421342815768	85.21550087917366	70.78765156043013
120000	-671.2981806358629	-30.185632405120717	-574.8445312182421	-66.26801701250008	1.1418828652228996	1.1017395422819214	2.5168294555655106	1.0372253658685235	3	2	1.1376002786870754	85.68517389593899	65.67844355979408	128.0899988905055	84.67596691620251	73.27802285120076	83.98545082797314	83.66509480422243	80.74222363937292	77.05422354779658	69.65608125057062	82.58738580708466	82.77645523604126	83.99223549203018	67.22328275974986	82.06688773616662	85.68517389593899	70.9221962656075	66.8788501067177	66.43090676966239	66.00528496652197	66.34992805358415	78.61283055133373	66.10442422978332	68.8935186440151	81.62601580058862	66.20604333829628	66.31377930693809	65.90805530997842	65.67844355979408	84.52610252906643	70.68649897317223
125000	-657.7157885651085	-28.82230347509676	-574.1254556980339	-54.76802939197785	1.4460804917623322	1.2078291355122592	3.581646297533586	0.7029243825961564	2	2	2.213421106382515	85.57445168838525	66.07045448206169	130.28497518412755	85.11395854881316	74.83543839387593	84.29798809918172	83.5542251945615	80.4735679493875	73.65616373385961	69.10472940811701	83.79470272909896	83.52829026844663	83.79703516876161	67.11592788403166	83.68852056421211	85.57445168838525	71.08291216762782	66.09875817335266	67.94956626338046	66.21436128256434	66.24207223594534	80.0082331866581	66.31327060865787	68.23715677501788	76.54191961456385	66.11416220574934	66.78518439205648	67.10798604907936	66.07045448206169	85.16730073359011	70.48251061155543
130000	-639.8476969836934	-25.004819130155493	-558.8701519544395	-55.97272589909835	1.6973372047158124	0.9444042764271886	3.2740319058098812	0.9383226206626527	2	2	2.823111311152815	85.24634824201094	65.64893594751432	118.09593975858859	84.67853092944424	74.85526621868429	83.73897052870176	83.47511873352825	80.50267203308086	69.60258668951087	69.06933901620587	83.29903276322928	82.40924930347913	83.62902503795202	67.14903217156673	83.3713179605131	85.24634824201094	71.21404278400085	66.80686210235739	66.8426312321451	66.62410137401542	66.50550945032425	80.24322877331572	65.64893594751432	68.99964910149365	81.74713952515513	66.14479377253255	66.44771325782742	66.28731232021384	66.02448594371174	85.14948157710332	70.67274827560975
135000	-645.6232327613951	-28.471162247811936	-564.4182167886381	-52.73385372494511	1.279916752075494	1.1005627222218708	3.4764251453261226	0.7812654810223005	2	2	2.165961866989811	85.75306473142452	65.92055075840136	119.50100765419181	85.44323622909171	72.1697709692903	83.7233961220408	82.88722398223634	82.1448488318736	72.40085830447353	69.38689524887343	82.20555884755193	82.38209690652002	83.6862294640949	67.40568560734225	82.11269734187181	85.75306473142452	71.23569169158095	66.49611004877333	66.43748381460733	66.11730319437625	66.30453933566986	80.36940100137056	65.92055075840136	68.85805885039599	81.87730519855876	66.04923714755051	66.47247857812215	67.0320696496562	66.04594196605625	84.798101591479	70.65766548905671
