it	posterior	prior	PP_lik	BD_lik	q_0	q_1	q_2	q_3	q_4	q_5	q_6	q_7	q_8	q_9	q_10	q_11	q_12	alpha	k_birth	k_death	RJ_hp	root_age	death_age	tot_length	Archaeornithoides_deinosauriscus_TS	Borogovia_gracilicrus_TS	Byronosaurus_TS	Byronosaurus_jaffei_TS	Jinfengopteryx_elegans_TS	Linhevenator_tani_TS	Mei_long_TS	Pectinodon_TS	Pectinodon_bakkeri_TS	Philovenator_curriei_TS	Saurornithoides_TS	Saurornithoides_mongoliensis_TS	Sinornithoides_TS	Sinornithoides_youngi_TS	Sinusonasus_magnodens_TS	Talos_sampsoni_TS	Tochisaurus_nemegtensis_TS	Troodon_TS	Troodon_formosus_TS	Troodontidae_TS	Zanabazar_junior_TS	Archaeornithoides_deinosauriscus_TE	Borogovia_gracilicrus_TE	Byronosaurus_TE	Byronosaurus_jaffei_TE	Jinfengopteryx_elegans_TE	Linhevenator_tani_TE	Mei_long_TE	Pectinodon_TE	Pectinodon_bakkeri_TE	Philovenator_curriei_TE	Saurornithoides_TE	Saurornithoides_mongoliensis_TE	Sinornithoides_TE	Sinornithoides_youngi_TE	Sinusonasus_magnodens_TE	Talos_sampsoni_TE	Tochisaurus_nemegtensis_TE	Troodon_TE	Troodon_formosus_TE	Troodontidae_TE	Zanabazar_junior_TE
2830000	-581.9008229933696	-28.673814186019708	-412.0380907107435	-141.18891809660636	0.2855840281779145	0.3148918568523253	0.22454113934484402	1.12986197010585	0.18017658678119253	0.036345050684796605	0.07295744252107775	0.5319021935179798	0.34054941735116795	0.37637773295899446	0.16526438842715352	1.1830330718796418	1.4252352815255078	0.8789792042242413	1	2	2.835328406281902	159.76678949568523	60.41948749832377	242.87796407591463	89.42868872242947	74.9087835927975	79.27237783962475	84.38429131392125	127.35569761737607	78.15074328003202	138.45951102901486	100.00731328256153	71.92688166745232	83.21490542388885	71.49692286065817	79.62979159303094	123.47434023671528	102.1939384472601	125.54799238945186	80.1424803684324	77.58634515562926	82.18773239710309	84.41419289371441	159.76678949568523	75.02959890086919	79.68874205704456	72.88929807318478	79.25917994290853	67.50777143033093	120.36531724642185	76.53366481340271	135.80468719257212	67.00718802234839	60.41948749832377	82.52734568273364	67.02585064546852	64.78314194938324	122.45474422724234	100.88721824837121	124.98744549923458	78.24359495351497	76.72184337234057	65.44945477983009	66.5007073012933	66.03172070921211	70.61295078657172
2835000	-584.7557926653609	-29.269579416484497	-409.64275923928335	-145.84345400959307	0.15810153800534552	0.5554594666182247	0.18811751148861078	2.4227958226184194	0.5906049029978856	0.056385798652993674	0.11317916001513222	0.24878396661385047	0.5413297724474059	0.3960391248098037	0.07514259596743869	1.076968088692226	1.543937075517522	1.0633180728508	1	2	2.2701908609579355	160.50287255570245	63.31605291933331	248.82735823117122	86.85628962829564	74.61989321714941	80.27635443370075	90.18484768970664	128.18931075652822	77.98642308747944	137.56317907371675	98.68988790083446	70.46622925497728	85.15672411414427	75.43775305618779	81.78070036554058	123.04420316614912	104.82332413693696	125.28372022418273	79.0371543216596	77.73679296856947	82.03848200147722	83.58275003109141	160.50287255570245	71.31542968203205	79.7664291288149	73.3018771309035	79.05979496439939	71.01030948361911	119.50700838883375	77.89755852729851	135.80137225279626	66.60117723743015	65.05247438113946	82.2810613418445	66.30320568730326	66.2065746490038	122.23259041769586	100.9755668237299	119.90581832995258	77.44048540786734	77.03192547217282	64.5098157068812	66.33323327336588	63.31605291933331	71.2106319105055
2840000	-569.6761526675222	-23.900324204642793	-404.26091247228334	-141.51491599059608	0.14783390259641063	0.5365791760420918	0.42627596015795605	1.3952074740890055	0.7393666651812095	0.051215757608073086	0.11345278729728567	0.25760686643695935	1.6146819119145441	0.32140958241946715	0.10000068081490318	1.260192437888826	1.7598093970061808	0.868290650854948	1	1	1.6614963331144363	155.38471459847622	65.15434868413357	222.52967950843205	82.99749119083849	74.30632201315757	80.00978204723448	92.30842673523817	127.4180839651985	79.24749971537878	139.5222653680941	99.79818421146713	73.00703168954215	84.05513740029315	70.29120237549967	80.37791242764055	125.16161304971568	102.9444183479002	126.06381301233087	78.89906186693595	77.80121233136157	82.41683826482998	83.87137062913119	155.38471459847622	71.34492493901891	78.91092095982371	73.4805493129149	79.23884815996168	72.72038746175991	120.18013960911857	77.89169263640184	135.82490687776823	67.02918533935016	66.08622600094168	82.46032181096726	66.83677113736535	72.09475306401649	122.21593087630943	101.43000786353015	124.39646243846194	78.61945870530727	76.67077240815425	65.5874574055563	66.62137515799807	65.15434868413357	71.2471107610105
2845000	-563.3638563910482	-24.487774597476488	-397.6139233115268	-141.26215848204498	0.1884090026103135	0.31542059134089623	0.26691221317043823	0.847545972375861	0.8560857158816012	0.05755637570072317	0.07820919184944117	0.10852230262943811	2.5466235045658316	0.36823081549469244	0.119792485264631	1.587784814667205	1.3271743424870268	1.1322367586309976	1	1	1.5230135694879223	153.73648911517367	62.899083046049945	206.6302941818193	80.02963654074584	74.06250250898901	79.6673750120633	86.00464430399295	127.13428453128488	78.2996035269358	137.20513894000828	103.89434469960331	71.14300643670948	83.07530950623836	70.74093542329916	79.16603810599406	123.85336285539353	101.72292727865015	126.2660732668539	79.59159775418406	77.82219117732457	82.2272012554646	83.08923278695347	153.73648911517367	71.30163805763446	79.93878442034155	73.29217942020902	79.10150808337886	70.59952182270989	126.53988438149855	77.53468343549679	135.76944598124086	70.26956238303326	66.25500583762519	81.66589406927493	64.45910656266048	72.20658061129434	121.42287340365274	100.6853441119127	122.34228000356693	78.61428334138203	77.03182191779932	65.74801946095003	66.0588258334178	62.899083046049945	70.96855077418232
2850000	-563.8071663640955	-23.71482206964754	-395.8090290550281	-144.28331523941984	0.3599140797321619	0.5347749668918467	0.5368549388806437	0.8556421409041627	1.3350737647958473	0.0407279636688765	0.05490757594421632	0.15232488906062178	1.4037905341539865	0.2998626728762986	0.15968664851325978	1.2416269613382445	1.6241906244792648	0.9563288717980357	1	1	0.6498566814232624	163.01773224161698	65.32425212667593	238.27261809363657	80.30239895128733	74.40342543033466	79.28080548677161	87.12976767705594	127.0490434246048	78.2273028753116	136.9913094162289	109.31426992813181	71.38107905100732	82.8093275385311	72.81272943161004	79.20514220130204	123.70682391151986	102.47790875447647	127.62323177941187	79.19226126822582	77.94580120374222	82.61536772543225	86.17705840817901	163.01773224161698	71.64905343741273	79.40606497921831	72.32975271641342	79.18559663489552	66.67569870938858	127.03033912834638	77.7349333094465	136.98142020855664	69.27139406225886	65.34024760952154	82.64063181470308	66.70571514682075	66.13680512313674	122.21576160090329	98.92297460006863	121.588087933891	78.19292180849499	76.83970307439608	65.90402733329756	66.65985626535252	65.32425212667593	69.95303786277142
2855000	-567.6907105442616	-28.81433857071247	-404.2380040844709	-134.6383678890782	0.25435924563412055	0.2728836960326037	0.9219982990249358	0.35879231307555126	1.5142478988400812	0.02857068772234705	0.06377134823153005	0.31888080053347556	1.4525158176696278	0.48056894689540464	0.15958590525778082	0.9843626196125105	1.3532478775422965	1.095241808767761	1	2	1.7928238768808935	161.18515808049045	64.03168713938581	232.4254643975246	80.76536202218364	74.0146251562832	82.17112148476623	80.99224716014733	127.4057499685209	78.41481740124897	137.1175531088148	106.96880813902054	71.08009225171917	82.93869688760297	71.46839571095153	85.48523965865853	123.00942850340932	101.61416873111246	125.52377582152552	78.95776124487571	77.27371272049267	86.30457332092799	86.75466445914336	161.18515808049045	71.3621225110734	78.98826192221944	72.23997040581706	79.23786595491282	70.41550621470661	126.22044559624348	77.85759019482187	136.4361568065244	66.8000446409734	66.24201455287599	81.34086906097482	64.03168713938581	66.24822325225342	122.94329827227132	101.0469738690211	123.44478402526838	78.41964247903195	77.18385007956729	65.97014165505226	66.37763637491237	66.1999936329597	70.73765381565057
2860000	-565.5670971609584	-24.204869985317217	-399.13822828508773	-142.2239988905534	0.21699808509883317	0.29038247387270594	0.14888476349905544	0.27931892505929545	0.3259104887518951	0.02506585644547064	0.12997831002300259	0.5913353437590163	2.201237473342059	0.4232722041659125	0.14041065138816988	0.9901234548928644	1.641453663725514	0.9228499337626186	1	1	0.4000907901557408	155.65798613958668	60.78761864320674	219.62400715054895	80.14149348280075	73.96550833516086	80.22111494733103	77.93441561543212	127.44874913921919	77.96682407900761	138.28669405051994	99.85854919094903	70.45267447926983	85.57665412724117	71.23113297000158	81.3941060708165	125.19673223121441	101.63378346005976	127.38217272967327	80.49918834197187	77.23387424220775	82.41330266746806	83.66597581128646	155.65798613958668	71.48192910825891	79.56947867085323	73.69222904788423	79.26112120248624	69.82558014461655	126.92094331057783	77.31117235376577	132.81453788009813	66.2487729718513	66.14141944062925	81.69653255494259	60.78761864320674	69.85481971421657	121.77125307388349	100.58789386236201	119.2245182983667	78.0340886774905	77.07710411236984	65.90790873915911	66.31867292146494	65.73865650940506	71.23453193929777
2865000	-563.3392448768366	-28.099767685199165	-397.94334334477264	-137.2961338468648	0.45008966893751745	0.47128839580753873	0.2435393162353024	0.5322195321957641	0.10999595822780456	0.040079158607588185	0.18731073878350132	0.45068892701752533	0.8332221488603262	0.1392881018450041	0.19939201453827446	1.0305923140087268	1.5763208835952143	1.1807587836438433	1	2	2.565871988512618	154.76896106463965	65.57452894457852	223.5664705470017	81.58767623467467	74.36812304151721	79.45538844915738	78.31590828055657	128.2751863853625	78.01294641970478	140.9083251104092	100.54304863444857	73.06815208013684	82.7702059197661	70.79503533656951	84.90125835803038	124.28206502352656	102.61910391652404	126.62381175839155	79.01529385391265	77.2993042306896	82.49476731614516	84.47895679166498	154.76896106463965	71.83166151961314	79.6981386039956	73.57301396761433	78.48687688290244	68.27912634932964	126.15360472497413	77.87664314217224	132.04944002490942	69.34539602867333	65.98803065412694	82.64476839997997	66.38790114711117	68.3019376396873	121.61537097713293	101.35596579135736	116.84153461960746	78.6038234562317	76.47752408399023	65.9572097934049	66.56505539245364	65.57452894457852	71.07281855420608
2870000	-561.3117059065805	-28.571986608644902	-396.0333073189832	-136.70641197895242	0.31552008063088505	0.17142681430064852	0.18308499808920323	0.7556022297128762	0.244946070225101	0.08107616254947386	0.22775123138451606	0.20780669000851598	1.3616386153304123	0.12338225600391611	0.08848193527425877	1.0588605363924346	1.644491125219141	2.003484591193245	1	2	2.325045787473967	153.69884760811428	63.87535800252016	208.31098499598392	80.23944232577266	74.17629273717525	79.2704067944537	78.14316265423929	127.14377174681547	78.17775164834866	137.12594112690167	99.9860625219924	70.31624819140904	85.08261693322179	73.00996889765837	79.05302372421264	123.64685599707684	102.44075374056281	125.2978520773122	79.6462419488787	77.8291738535111	82.579492134604	83.85408326091336	153.69884760811428	71.38425940995316	78.97062465130047	73.7107067582372	77.90687750507622	72.09140383244072	126.83768372502932	77.80320890187613	134.5052179892815	70.4683707041383	63.87535800252016	82.35297561046494	66.5219936999422	72.46857914381403	122.27423962632682	95.00805808881175	115.71393030970312	78.21893280648841	75.86838990253013	65.10455117975447	66.75680845536213	66.14617573367764	71.18717771036782
2875000	-555.85845981553	-33.17820633896505	-393.47927721019954	-129.20097626636533	0.5430061003614186	0.19782451272686652	0.1386333238622214	0.8881767854181203	0.3141849172158183	0.056722267376022026	0.3245439413503029	0.39142892342259555	0.8520761481408005	0.2635958135435299	0.10314213870304702	1.1029385398848637	1.3037856931702259	1.3685644493372613	1	3	1.752246478282955	154.55129847556415	65.75205243793677	204.6529538924907	79.99987020910416	74.66453782133388	79.54822066972353	78.80132419042563	128.2294500495301	78.12636809759105	139.0178466117452	102.18841777739821	70.16452464515373	82.95287455587574	70.86158314346136	78.92481450379474	128.36677689419625	103.32930297707492	126.1675534966503	79.13843114273678	77.27966465013318	82.04100602860424	84.42092391620098	154.55129847556415	71.62066175013159	79.83841414973406	73.46740874777038	79.15897981642217	72.61186648078281	123.08483214814643	77.92202185137248	136.902410903093	66.44260637880986	66.33234102638885	81.84695956368523	66.35995535037505	71.91562611893107	122.27348346066388	100.50061223209111	123.99304537547658	78.18109343285137	77.03119027247847	65.8815354054284	65.75205243793677	65.77502135682109	70.47104120467995
2880000	-561.1972943175864	-29.466229134903234	-400.6824125405196	-131.04865264216363	0.5112132909642492	0.15337392904956515	0.04967487138014203	0.7304737078274898	0.2186813056832524	0.12715949599910037	0.3426753301466663	0.3628086589640477	0.45312659562910595	0.14064825282009685	0.2254041914302537	1.15701535848792	1.3188448185329606	1.128260527745937	1	2	0.9155431255315964	158.03120426845183	65.50839919898748	218.240020834049	80.73560009693159	77.30117734542208	79.7151830488217	81.57954471791453	129.14680324203707	78.72525714942232	138.66469781441145	103.15731821465556	71.23181913877721	82.89293290400853	72.56821942760998	81.92703915371712	123.43618147391794	102.57740823375929	128.0396291479525	79.08449387653972	77.2317617067664	81.9156128732744	84.13076691302732	158.03120426845183	71.56634321390032	79.93535289117236	73.41569685827426	78.42866482188886	71.24384731043435	124.21384525014565	77.55167327531417	135.692901456216	66.29775359359768	65.92818231191623	82.0912532088272	66.54051183729003	72.06242807997634	122.73754133936478	100.68363729145624	124.8670813515631	78.06028514450868	76.9287835990675	65.50839919898748	66.51726050178547	66.11722288809578	70.59665091738769
2885000	-558.4934877367564	-30.6469602681114	-394.92066832554383	-132.9258591431011	0.7490998479440775	0.14203337865163476	0.016373200149754782	0.5236513935164345	0.10695454972790165	0.1764045036673828	0.31006169595247957	0.378325817419798	0.3236088604381445	0.17629903714647893	0.15163337589825962	1.3958249497903839	1.997731846854308	1.7802676840442169	1	2	1.0984350063827628	156.4740884581305	65.48430987072345	216.63931618340723	80.52629020602811	73.97962604161204	79.76795432099382	82.59983584644351	128.61359023883233	79.02554420046859	141.26091351072114	101.634617132694	71.13420254866689	82.89871268480265	70.39783888084288	80.45232226613263	123.73145712196468	101.96122716521099	130.0930286030673	78.87352759546097	77.21793708142492	82.05651910917965	83.08208116578166	156.4740884581305	71.9505152913691	79.16634422481143	73.82505842735222	78.49913412065588	72.09907063628307	122.87096277738809	77.94155379915863	136.55747737064914	70.48185231549026	66.2227373770012	82.4138775573593	66.74480712616716	70.19493802587779	122.71831243518498	93.68175837299218	122.70001967705004	78.6634647233285	77.17129744643071	65.48430987072345	66.64436106230613	65.79668425854115	71.21449168166983
2890000	-543.5595372509217	-34.32582452785215	-378.0918429871463	-131.1418697359232	0.4159659451317106	0.41636275905627174	0.01997776651778699	0.405307352015828	0.22296728423615386	0.33993404732356497	0.20028691872548632	0.4648947592191293	0.28538118456685335	0.13373244975564622	0.16554949177744693	1.16776128682786	1.7264345863145192	0.8736410091354357	2	2	1.1523462440285974	159.25764941988538	65.31855987885574	211.7392315481759	81.28218050906705	73.897467443157	79.31021675340011	80.53845625770592	127.30195731579441	78.21110858465566	137.36886464380612	103.0585981433811	70.17714479200323	87.73838264344721	73.16839519159396	79.18171236573843	125.2732942920843	103.08212161451905	125.18369728278861	78.73016762089686	77.30381425297428	82.19645557883949	83.08599619710418	159.25764941988538	72.15275572804069	79.17102012623762	73.85669533574435	79.07696212050226	71.98716389884211	125.69819743650172	77.85214333557441	136.59616099970745	65.31855987885574	66.31138605626789	81.48966507016014	66.49252910255566	68.9801895617905	122.72536326445423	100.6473708171225	125.1133856650329	78.72771776524702	77.21145186323021	65.55669895390331	66.4803312299939	65.70792503209185	70.76028756889139
