Species	Status
Dryptosaurus_aquilunguis	extinct
Dunhuangia_cuii	extinct
Duovallumoolithus_shangdanensis	extinct
Duriatitan	extinct
Duriatitan_humerocristatus	extinct
Dynamoterror_dynastes	extinct
Dyoplosaurus_acutosquameus	extinct
Dzharaonyx_eski	extinct
Dzharatitanis_kingi	extinct
Echinodon	extinct
Echinodon_becklesii	extinct
Edmontonia	extinct
Edmontonia_longiceps	extinct
Edmontosaurus	extinct
Edmontosaurus_annectens	extinct
Edmontosaurus_regalis	extinct
Einiosaurus_procurvicornis	extinct
Ekrixinatosaurus_novasi	extinct
Elaltitan_lilloi	extinct
Elaphrosaurus	extinct
Elbretornis	extinct
Elbretornis_bonapartei	extinct
Elektorornis_chenguangi	extinct
Elemgasem_nubilus	extinct
Ellipsoolithus_khedaensis	extinct
Elmisaurus	extinct
Elmisaurus_rarus	extinct
Elongatoolithus	extinct
Elongatoolithus_andrewsi	extinct
Elongatoolithus_chichengshanensis	extinct
Elongatoolithus_elongatus	extinct
Elongatoolithus_excellens	extinct
Elongatoolithus_frustrabilis	extinct
Elongatoolithus_laijiaensis	extinct
Elongatoolithus_magnus	extinct
Elongatoolithus_sigillarius	extinct
Elongatoolithus_subtitectorius	extinct
Elopteryx_nopcsai	extinct
Elrhazosaurus_nigeriensis	extinct
Elsornis_keni	extinct
Enaliornis_barretti	extinct
Enaliornis_sedgwicki	extinct
Enantiophoenix_electrophyla	extinct
Enantiornis	extinct
Enantiornis_leali	extinct
Enantiornis_martini	extinct
Enantiornis_walkeri	extinct
Enigmosaurus_mongoliensis	extinct
Eoalulavis_hoyasi	extinct
Eocarcharia_dinops	extinct
Eocathayornis_walkeri	extinct
Eoconfuciusornis_zhengi	extinct
Eoenantiornis_buhleri	extinct
Eogranivora_edentulata	extinct
Eolambia_caroljonesa	extinct
Eoneophron_infernalis	extinct
Eopengornis_martini	extinct
Eotrachodon_orientalis	extinct
Eotriceratops_xerinsularis	extinct
Eotyrannus_lengi	extinct
Epachthosaurus	extinct
Epachthosaurus_sciuttoi	extinct
Epichirostenotes_curriei	extinct
Equijubus_normani	extinct
Erectopus_sauvagei	extinct
Erectopus_superbus	extinct
Erketu	extinct
Erketu_ellisoni	extinct
Erliansaurus_bellamanus	extinct
Erlikosaurus_andrewsi	extinct
Eubrontes	extinct
Eubrontes_giganteus	extinct
Eubrontes_glenrosensis	extinct
Eubrontes_nobitai	extinct
Eubrontes_platypus	extinct
Euhelopus	extinct
Euhelopus_zdanskyi	extinct
Euoplocephalus	extinct
Euoplocephalus_tutus	extinct
Europatitan_eastwoodi	extinct
Europelta_carbonensis	extinct
Eutynichnium	extinct
Evgenavis_nobilis	extinct
Explorornis	extinct
Explorornis_nessovi	extinct
Falcarius	extinct
Falcarius_utahensis	extinct
Falcatakely_forsterae	extinct
Faveoloolithus	extinct
Faveoloolithus_ningxiaensis	extinct
Feitianius_paradisi	extinct
Fenestrosaurus_philoceratops	extinct
Ferrisaurus_sustutensis	extinct
Filichnites_oncalensis	extinct
Flexomornis_howei	extinct
Foraminacephale_brevis	extinct
Fortunguavis_xiaotaizicus	extinct
Fostoria	extinct
Fostoria_dhimbangunmal	extinct
Fukuipteryx_prima	extinct
Fukuiraptor_kitadaniensis	extinct
Fukuisaurus_tetoriensis	extinct
Fukuititan_nipponensis	extinct
Fukuivenator_paradoxus	extinct
Fulgurotherium_australe	extinct
Fumicollis_hoffmani	extinct
Furcatoceratops_elucidans	extinct
Fuscinapedis_woodbinensis	extinct
Fusioolithus	extinct
Fusioolithus_baghensis	extinct
Fusioolithus_berthei	extinct
Fusioolithus_dholiyaensis	extinct
Fusioolithus_mohabeyi	extinct
Fusioolithus_padiyalensis	extinct
Fusuisaurus_zhaoi	extinct
Futalognkosaurus_dukei	extinct
Fylax_thyrakolasus	extinct
Galleonosaurus_dorisae	extinct
Gallimimus	extinct
Gallimimus_bullatus	extinct
Gallornis_straeleni	extinct
Gandititan_cavocaudatus	extinct
Gannansaurus_sinensis	extinct
Gansus_yumenensis	extinct
Gansus_zheni	extinct
Ganzhousaurus_nankangensis	extinct
Garbina_roeorum	extinct
Gargantuavis_philoinos	extinct
Garrigatitan_meridionalis	extinct
Garudimimus_brevipes	extinct
Garumbatitan_morellensis	extinct
Gasparinisaura_cincosaltensis	extinct
Gastonia_burgei	extinct
Gastonia_lorriemcwhinneyae	extinct
Geminiraptor_suarezarum	extinct
Genusaurus_sisteronis	extinct
Genyodectes_serus	extinct
Gettyia_gloriae	extinct
Gideonmantellia_amosanjuanae	extinct
Gigandipus_chiappei	extinct
Giganotosaurus	extinct
Giganotosaurus_carolinii	extinct
Gigantoraptor_erlianensis	extinct
Gilmoreosaurus_mongoliensis	extinct
Glyptodontopelta_mimus	extinct
Gobihadros_mongoliensis	extinct
Gobioolithus_maior	extinct
Gobioolithus_minor	extinct
Gobipipus_reshetovi	extinct
Gobipteryx	extinct
