it	l_0	l_1	l_2	l_3	l_4	l_5	l_6	l_7	l_8	l_9	l_10	l_11	l_12	l_13	l_14	l_15	l_16	l_17	l_18	l_19	l_20	l_21	l_22	l_23	l_24	l_25	l_26	l_27	l_28	l_29	l_30	l_31	l_32	l_33	l_34	l_35	l_36	l_37	l_38	l_39	l_40	l_41	l_42	l_43	l_44	l_45	l_46	l_47	l_48	l_49	l_50	l_51	l_52	l_53	l_54	l_55	l_56	l_57	l_58	l_59	l_60	l_61	l_62	l_63	l_64	l_65	l_66	l_67	l_68	l_69	l_70	l_71	l_72	l_73	l_74	l_75	l_76	l_77	l_78	l_79	l_80	m_0	m_1	m_2	m_3	m_4	m_5	m_6	m_7	m_8	m_9	m_10	m_11	m_12	m_13	m_14	m_15	m_16	m_17	m_18	m_19	m_20	m_21	m_22	m_23	m_24	m_25	m_26	m_27	m_28	m_29	m_30	m_31	m_32	m_33	m_34	m_35	m_36	m_37	m_38	m_39	m_40	m_41	m_42	m_43	m_44	m_45	m_46	m_47	m_48	m_49	m_50	m_51	m_52	m_53	m_54	m_55	m_56	m_57	m_58	m_59	m_60	m_61	m_62	m_63	m_64	m_65	m_66	m_67	m_68	m_69	m_70	m_71	m_72	m_73	m_74	m_75	m_76	m_77	m_78	m_79	m_80	r_0	r_1	r_2	r_3	r_4	r_5	r_6	r_7	r_8	r_9	r_10	r_11	r_12	r_13	r_14	r_15	r_16	r_17	r_18	r_19	r_20	r_21	r_22	r_23	r_24	r_25	r_26	r_27	r_28	r_29	r_30	r_31	r_32	r_33	r_34	r_35	r_36	r_37	r_38	r_39	r_40	r_41	r_42	r_43	r_44	r_45	r_46	r_47	r_48	r_49	r_50	r_51	r_52	r_53	r_54	r_55	r_56	r_57	r_58	r_59	r_60	r_61	r_62	r_63	r_64	r_65	r_66	r_67	r_68	r_69	r_70	r_71	r_72	r_73	r_74	r_75	r_76	r_77	r_78	r_79	r_80	
1015000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2070797462044309	0.2070797462044309	0.2070797462044309	0.2070797462044309	0.2070797462044309	0.2070797462044309	0.2070797462044309	1.641939309715176	1.641939309715176	1.641939309715176	1.641939309715176	1.641939309715176	1.641939309715176	1.641939309715176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.552773408400339	0.552773408400339	0.552773408400339	0.552773408400339	0.552773408400339	0.552773408400339	0.552773408400339	0.552773408400339	1.0237356974293528	1.0237356974293528	1.0237356974293528	1.0237356974293528	1.0237356974293528	1.0237356974293528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.345693662195908	-0.345693662195908	-0.345693662195908	-0.345693662195908	-0.345693662195908	-0.345693662195908	-0.345693662195908	1.089165901314837	0.6182036122858232	0.6182036122858232	0.6182036122858232	0.6182036122858232	0.6182036122858232	0.6182036122858232
1020000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26337315591740434	0.26337315591740434	0.26337315591740434	0.26337315591740434	0.26337315591740434	0.26337315591740434	0.8007099317129539	0.8007099317129539	0.8007099317129539	0.8007099317129539	0.8007099317129539	0.8007099317129539	0.8007099317129539	0.8007099317129539	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8562859509900539	0.8562859509900539	0.8562859509900539	0.8562859509900539	0.8562859509900539	0.8562859509900539	0.8562859509900539	0.8562859509900539	0.8562859509900539	0.8562859509900539	0.8562859509900539	3.0485805838453497	3.0485805838453497	3.0485805838453497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5929127950726496	-0.5929127950726496	-0.5929127950726496	-0.5929127950726496	-0.5929127950726496	-0.5929127950726496	-0.055576019277099986	-0.055576019277099986	-0.055576019277099986	-0.055576019277099986	-0.055576019277099986	-2.247870652132396	-2.247870652132396	-2.247870652132396
1025000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5807052516297192	0.5807052516297192	0.5807052516297192	0.5807052516297192	0.5807052516297192	0.5807052516297192	0.5807052516297192	0.5807052516297192	0.5807052516297192	0.5807052516297192	1.3197403339330676	1.3197403339330676	1.3197403339330676	1.3197403339330676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6486338312533174	0.6486338312533174	0.6486338312533174	0.6486338312533174	0.6486338312533174	0.6486338312533174	0.6486338312533174	0.6486338312533174	0.6486338312533174	0.6486338312533174	0.6486338312533174	0.6486338312533174	0.6486338312533174	0.6486338312533174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.06792857962359822	-0.06792857962359822	-0.06792857962359822	-0.06792857962359822	-0.06792857962359822	-0.06792857962359822	-0.06792857962359822	-0.06792857962359822	-0.06792857962359822	-0.06792857962359822	0.6711065026797501	0.6711065026797501	0.6711065026797501	0.6711065026797501
1030000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2912208714029237	0.2912208714029237	0.2912208714029237	0.2912208714029237	0.2912208714029237	0.5905664385631044	0.5905664385631044	0.5905664385631044	0.5905664385631044	0.7578488703990427	0.7578488703990427	0.7578488703990427	0.7578488703990427	0.7578488703990427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8128917313786019	0.8128917313786019	0.8128917313786019	0.8128917313786019	0.8128917313786019	0.8128917313786019	0.8128917313786019	0.8128917313786019	0.8128917313786019	0.8128917313786019	0.8128917313786019	0.8128917313786019	0.8128917313786019	0.8128917313786019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5216708599756783	-0.5216708599756783	-0.5216708599756783	-0.5216708599756783	-0.5216708599756783	-0.2223252928154975	-0.2223252928154975	-0.2223252928154975	-0.2223252928154975	-0.05504286097955924	-0.05504286097955924	-0.05504286097955924	-0.05504286097955924	-0.05504286097955924
1035000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5460834188947421	0.5460834188947421	0.5460834188947421	0.5460834188947421	0.6175467484074321	0.6175467484074321	0.6175467484074321	0.6175467484074321	0.6175467484074321	0.6175467484074321	0.6175467484074321	0.6175467484074321	0.6175467484074321	0.6175467484074321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7536966665164279	0.7536966665164279	0.7536966665164279	0.7536966665164279	0.7536966665164279	0.7536966665164279	0.7536966665164279	0.7536966665164279	0.7536966665164279	0.7536966665164279	0.7536966665164279	0.7536966665164279	0.7536966665164279	0.7536966665164279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.20761324762168576	-0.20761324762168576	-0.20761324762168576	-0.20761324762168576	-0.1361499181089958	-0.1361499181089958	-0.1361499181089958	-0.1361499181089958	-0.1361499181089958	-0.1361499181089958	-0.1361499181089958	-0.1361499181089958	-0.1361499181089958	-0.1361499181089958
1040000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.246149178841732	0.5477155731378467	0.5477155731378467	0.5477155731378467	0.5477155731378467	0.5477155731378467	1.433227484848791	1.433227484848791	1.433227484848791	1.433227484848791	1.433227484848791	1.433227484848791	1.433227484848791	1.433227484848791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5053299000095439	0.5053299000095439	0.5053299000095439	0.5053299000095439	0.5053299000095439	0.5053299000095439	0.5053299000095439	0.5053299000095439	0.5053299000095439	0.5053299000095439	0.5053299000095439	0.5053299000095439	0.8111109117397203	0.8111109117397203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7408192788321881	0.04238567312830277	0.04238567312830277	0.04238567312830277	0.04238567312830277	0.04238567312830277	0.927897584839247	0.927897584839247	0.927897584839247	0.927897584839247	0.927897584839247	0.927897584839247	0.6221165731090706	0.6221165731090706
1045000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.548941351355098	0.548941351355098	0.548941351355098	0.548941351355098	0.548941351355098	0.548941351355098	0.548941351355098	0.548941351355098	0.548941351355098	0.548941351355098	0.548941351355098	0.548941351355098	0.548941351355098	0.548941351355098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0590651740375914	1.0590651740375914	1.0590651740375914	1.0590651740375914	1.0590651740375914	1.0590651740375914	1.0590651740375914	1.0590651740375914	1.0590651740375914	1.0590651740375914	1.0590651740375914	1.0590651740375914	1.0590651740375914	1.0590651740375914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5101238226824933	-0.5101238226824933	-0.5101238226824933	-0.5101238226824933	-0.5101238226824933	-0.5101238226824933	-0.5101238226824933	-0.5101238226824933	-0.5101238226824933	-0.5101238226824933	-0.5101238226824933	-0.5101238226824933	-0.5101238226824933	-0.5101238226824933
1050000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18095110618452903	0.3844351454348929	0.3844351454348929	0.3844351454348929	0.3844351454348929	0.3844351454348929	0.3844351454348929	0.3844351454348929	0.3844351454348929	0.3844351454348929	0.3844351454348929	0.3844351454348929	0.3844351454348929	0.3844351454348929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8584852601884364	0.8584852601884364	0.8584852601884364	0.8584852601884364	0.625389138355439	0.625389138355439	0.625389138355439	0.625389138355439	0.625389138355439	0.625389138355439	0.625389138355439	0.625389138355439	0.625389138355439	0.625389138355439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6775341540039074	-0.47405011475354353	-0.47405011475354353	-0.47405011475354353	-0.2409539929205461	-0.2409539929205461	-0.2409539929205461	-0.2409539929205461	-0.2409539929205461	-0.2409539929205461	-0.2409539929205461	-0.2409539929205461	-0.2409539929205461	-0.2409539929205461
1055000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38886765102602044	0.38886765102602044	0.38886765102602044	0.38886765102602044	0.38886765102602044	0.38886765102602044	0.38886765102602044	0.38886765102602044	0.3643919333051581	0.3643919333051581	2.286582779854142	2.286582779854142	2.286582779854142	2.286582779854142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5492903786340567	0.5492903786340567	0.5492903786340567	0.5492903786340567	0.5492903786340567	0.8960323863888114	0.8960323863888114	0.8960323863888114	0.8960323863888114	0.8960323863888114	0.8960323863888114	2.5784362197212847	2.5784362197212847	1.2145458724820593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.16042272760803628	-0.16042272760803628	-0.16042272760803628	-0.16042272760803628	-0.16042272760803628	-0.507164735362791	-0.507164735362791	-0.507164735362791	-0.5316404530836534	-0.5316404530836534	1.3905503934653303	-0.29185343986714285	-0.29185343986714285	1.0720369073720826
1060000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23416183290510484	0.23416183290510484	0.23416183290510484	0.23416183290510484	0.23416183290510484	0.23416183290510484	0.23416183290510484	0.23416183290510484	0.23416183290510484	0.23416183290510484	2.3302414467479897	2.3302414467479897	2.3302414467479897	2.3302414467479897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39913507269597054	0.39913507269597054	0.39913507269597054	0.39913507269597054	0.39913507269597054	0.39913507269597054	0.39913507269597054	0.39913507269597054	0.39913507269597054	0.39913507269597054	0.39913507269597054	0.39913507269597054	0.39913507269597054	0.39913507269597054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1649732397908657	-0.1649732397908657	-0.1649732397908657	-0.1649732397908657	-0.1649732397908657	-0.1649732397908657	-0.1649732397908657	-0.1649732397908657	-0.1649732397908657	-0.1649732397908657	1.9311063740520191	1.9311063740520191	1.9311063740520191	1.9311063740520191
