it	l_0	l_1	l_2	l_3	l_4	l_5	l_6	l_7	l_8	l_9	l_10	l_11	l_12	l_13	l_14	l_15	l_16	l_17	l_18	l_19	l_20	l_21	l_22	l_23	l_24	l_25	l_26	l_27	l_28	l_29	l_30	l_31	l_32	l_33	l_34	l_35	l_36	l_37	l_38	l_39	l_40	l_41	l_42	l_43	l_44	l_45	l_46	l_47	l_48	l_49	l_50	l_51	l_52	l_53	l_54	l_55	l_56	l_57	l_58	l_59	l_60	l_61	l_62	l_63	l_64	l_65	l_66	l_67	l_68	l_69	l_70	l_71	l_72	l_73	l_74	l_75	l_76	l_77	l_78	l_79	l_80	l_81	l_82	l_83	m_0	m_1	m_2	m_3	m_4	m_5	m_6	m_7	m_8	m_9	m_10	m_11	m_12	m_13	m_14	m_15	m_16	m_17	m_18	m_19	m_20	m_21	m_22	m_23	m_24	m_25	m_26	m_27	m_28	m_29	m_30	m_31	m_32	m_33	m_34	m_35	m_36	m_37	m_38	m_39	m_40	m_41	m_42	m_43	m_44	m_45	m_46	m_47	m_48	m_49	m_50	m_51	m_52	m_53	m_54	m_55	m_56	m_57	m_58	m_59	m_60	m_61	m_62	m_63	m_64	m_65	m_66	m_67	m_68	m_69	m_70	m_71	m_72	m_73	m_74	m_75	m_76	m_77	m_78	m_79	m_80	m_81	m_82	m_83	r_0	r_1	r_2	r_3	r_4	r_5	r_6	r_7	r_8	r_9	r_10	r_11	r_12	r_13	r_14	r_15	r_16	r_17	r_18	r_19	r_20	r_21	r_22	r_23	r_24	r_25	r_26	r_27	r_28	r_29	r_30	r_31	r_32	r_33	r_34	r_35	r_36	r_37	r_38	r_39	r_40	r_41	r_42	r_43	r_44	r_45	r_46	r_47	r_48	r_49	r_50	r_51	r_52	r_53	r_54	r_55	r_56	r_57	r_58	r_59	r_60	r_61	r_62	r_63	r_64	r_65	r_66	r_67	r_68	r_69	r_70	r_71	r_72	r_73	r_74	r_75	r_76	r_77	r_78	r_79	r_80	r_81	r_82	r_83	
3430000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38905528077913604	0.38905528077913604	0.38905528077913604	0.38905528077913604	0.38905528077913604	0.38905528077913604	0.38905528077913604	0.38905528077913604	0.38905528077913604	0.38905528077913604	0.38905528077913604	0.38905528077913604	0.38905528077913604	0.38905528077913604	0.38905528077913604	0.38905528077913604	0.38905528077913604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6861513271819906	0.6861513271819906	0.6861513271819906	0.6861513271819906	0.6861513271819906	0.6861513271819906	0.6861513271819906	0.6861513271819906	0.6861513271819906	0.6861513271819906	0.28856415106513206	0.28856415106513206	0.28856415106513206	0.28856415106513206	0.28856415106513206	0.28856415106513206	0.28856415106513206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.29709604640285453	-0.29709604640285453	-0.29709604640285453	-0.29709604640285453	-0.29709604640285453	-0.29709604640285453	-0.29709604640285453	-0.29709604640285453	-0.29709604640285453	-0.29709604640285453	0.10049112971400398	0.10049112971400398	0.10049112971400398	0.10049112971400398	0.10049112971400398	0.10049112971400398	0.10049112971400398
3435000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.499041199214459	0.499041199214459	0.499041199214459	0.499041199214459	0.499041199214459	0.499041199214459	0.499041199214459	0.499041199214459	0.499041199214459	0.499041199214459	0.499041199214459	0.499041199214459	0.499041199214459	0.499041199214459	0.499041199214459	0.499041199214459	0.499041199214459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5985788178102781	0.5985788178102781	0.5985788178102781	0.5985788178102781	0.5985788178102781	0.5985788178102781	0.5985788178102781	0.5985788178102781	0.5985788178102781	0.5985788178102781	0.5985788178102781	0.11383436410016025	0.11383436410016025	0.11383436410016025	0.11383436410016025	0.11383436410016025	0.11383436410016025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.09953761859581911	-0.09953761859581911	-0.09953761859581911	-0.09953761859581911	-0.09953761859581911	-0.09953761859581911	-0.09953761859581911	-0.09953761859581911	-0.09953761859581911	-0.09953761859581911	-0.09953761859581911	0.38520683511429876	0.38520683511429876	0.38520683511429876	0.38520683511429876	0.38520683511429876	0.38520683511429876
3440000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37294952725407626	0.37294952725407626	0.37294952725407626	0.37294952725407626	0.37294952725407626	0.37294952725407626	0.37294952725407626	0.37294952725407626	0.37294952725407626	0.37294952725407626	0.37294952725407626	0.37294952725407626	0.37294952725407626	0.37294952725407626	0.37294952725407626	0.37294952725407626	0.37294952725407626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7844329405108469	0.7844329405108469	0.7844329405108469	0.7844329405108469	0.7844329405108469	0.7844329405108469	0.7844329405108469	0.7844329405108469	0.7844329405108469	0.7844329405108469	0.7844329405108469	0.2239453616826621	0.2239453616826621	0.2239453616826621	0.2239453616826621	0.2239453616826621	0.2239453616826621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.4114834132567706	-0.4114834132567706	-0.4114834132567706	-0.4114834132567706	-0.4114834132567706	-0.4114834132567706	-0.4114834132567706	-0.4114834132567706	-0.4114834132567706	-0.4114834132567706	-0.4114834132567706	0.14900416557141416	0.14900416557141416	0.14900416557141416	0.14900416557141416	0.14900416557141416	0.14900416557141416
3445000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4140218101064985	0.4140218101064985	0.4140218101064985	0.4140218101064985	0.4140218101064985	0.4140218101064985	0.4140218101064985	0.4140218101064985	0.4140218101064985	0.4140218101064985	0.4140218101064985	0.4140218101064985	0.4140218101064985	0.4140218101064985	0.4140218101064985	0.4140218101064985	0.4140218101064985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6089001623210044	0.6089001623210044	0.6089001623210044	0.6089001623210044	0.6089001623210044	0.6089001623210044	0.6089001623210044	0.6089001623210044	0.6089001623210044	0.6089001623210044	0.6089001623210044	0.11446455450006543	0.11446455450006543	0.11446455450006543	0.11446455450006543	0.11446455450006543	0.11446455450006543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1948783522145059	-0.1948783522145059	-0.1948783522145059	-0.1948783522145059	-0.1948783522145059	-0.1948783522145059	-0.1948783522145059	-0.1948783522145059	-0.1948783522145059	-0.1948783522145059	-0.1948783522145059	0.2995572556064331	0.2995572556064331	0.2995572556064331	0.2995572556064331	0.2995572556064331	0.2995572556064331
3450000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3649274587677666	0.3649274587677666	0.3649274587677666	0.3649274587677666	0.3649274587677666	0.3649274587677666	0.3649274587677666	0.3649274587677666	0.3649274587677666	0.3649274587677666	0.3649274587677666	0.3649274587677666	0.3649274587677666	0.3649274587677666	0.3649274587677666	0.3649274587677666	0.3649274587677666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5269563790715125	0.5269563790715125	0.5269563790715125	0.5269563790715125	0.5269563790715125	0.5269563790715125	0.5269563790715125	0.5269563790715125	0.5269563790715125	0.5269563790715125	0.5269563790715125	0.11686886765704	0.11686886765704	0.11686886765704	0.11686886765704	0.11686886765704	0.11686886765704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.16202892030374588	-0.16202892030374588	-0.16202892030374588	-0.16202892030374588	-0.16202892030374588	-0.16202892030374588	-0.16202892030374588	-0.16202892030374588	-0.16202892030374588	-0.16202892030374588	-0.16202892030374588	0.24805859111072662	0.24805859111072662	0.24805859111072662	0.24805859111072662	0.24805859111072662	0.24805859111072662
3455000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34052134533128503	0.34052134533128503	0.34052134533128503	0.34052134533128503	0.34052134533128503	0.34052134533128503	0.34052134533128503	0.34052134533128503	0.34052134533128503	0.34052134533128503	0.34052134533128503	0.34052134533128503	0.34052134533128503	0.34052134533128503	0.34052134533128503	0.34052134533128503	0.34052134533128503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7244804771384886	0.7244804771384886	0.7244804771384886	0.7244804771384886	0.7244804771384886	0.7244804771384886	0.7244804771384886	0.7244804771384886	0.7244804771384886	0.7244804771384886	0.7244804771384886	0.15070815017198996	0.15070815017198996	0.15070815017198996	0.15070815017198996	0.15070815017198996	0.15070815017198996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.3839591318072036	-0.3839591318072036	-0.3839591318072036	-0.3839591318072036	-0.3839591318072036	-0.3839591318072036	-0.3839591318072036	-0.3839591318072036	-0.3839591318072036	-0.3839591318072036	-0.3839591318072036	0.18981319515929507	0.18981319515929507	0.18981319515929507	0.18981319515929507	0.18981319515929507	0.18981319515929507
3460000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4072894857977029	0.4072894857977029	0.4072894857977029	0.4072894857977029	0.4072894857977029	0.4072894857977029	0.4072894857977029	0.4072894857977029	0.4072894857977029	0.4072894857977029	0.4072894857977029	0.4072894857977029	0.4072894857977029	0.4072894857977029	0.4072894857977029	0.4072894857977029	0.4072894857977029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7957870948035491	0.7957870948035491	0.7957870948035491	0.7957870948035491	0.7957870948035491	0.7957870948035491	0.7957870948035491	0.7957870948035491	0.7957870948035491	0.7957870948035491	0.16860060783671046	0.16860060783671046	0.16860060783671046	0.16860060783671046	0.16860060783671046	0.16860060783671046	0.16860060783671046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.38849760900584623	-0.38849760900584623	-0.38849760900584623	-0.38849760900584623	-0.38849760900584623	-0.38849760900584623	-0.38849760900584623	-0.38849760900584623	-0.38849760900584623	-0.38849760900584623	0.23868887796099245	0.23868887796099245	0.23868887796099245	0.23868887796099245	0.23868887796099245	0.23868887796099245	0.23868887796099245
3465000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49014409306130885	0.49014409306130885	0.49014409306130885	0.49014409306130885	0.49014409306130885	0.49014409306130885	0.49014409306130885	0.49014409306130885	0.49014409306130885	0.49014409306130885	0.49014409306130885	0.49014409306130885	0.49014409306130885	0.49014409306130885	0.49014409306130885	0.49014409306130885	0.49014409306130885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6583802031763217	0.6583802031763217	0.6583802031763217	0.6583802031763217	0.6583802031763217	0.6583802031763217	0.6583802031763217	0.6583802031763217	0.6583802031763217	0.6583802031763217	0.14879060912588477	0.14879060912588477	0.14879060912588477	0.14879060912588477	0.14879060912588477	0.14879060912588477	0.14879060912588477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.16823611011501288	-0.16823611011501288	-0.16823611011501288	-0.16823611011501288	-0.16823611011501288	-0.16823611011501288	-0.16823611011501288	-0.16823611011501288	-0.16823611011501288	-0.16823611011501288	0.3413534839354241	0.3413534839354241	0.3413534839354241	0.3413534839354241	0.3413534839354241	0.3413534839354241	0.3413534839354241
3470000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44998488484799165	0.44998488484799165	0.44998488484799165	0.44998488484799165	0.44998488484799165	0.44998488484799165	0.44998488484799165	0.44998488484799165	0.44998488484799165	0.44998488484799165	0.44998488484799165	0.44998488484799165	0.44998488484799165	0.44998488484799165	0.44998488484799165	0.44998488484799165	0.44998488484799165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5070856669613182	0.5070856669613182	0.5070856669613182	0.5070856669613182	0.5070856669613182	0.5070856669613182	0.5070856669613182	0.5070856669613182	0.5070856669613182	0.5070856669613182	0.5070856669613182	0.09350337188809804	0.09350337188809804	0.09350337188809804	0.09350337188809804	0.09350337188809804	0.09350337188809804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.05710078211332653	-0.05710078211332653	-0.05710078211332653	-0.05710078211332653	-0.05710078211332653	-0.05710078211332653	-0.05710078211332653	-0.05710078211332653	-0.05710078211332653	-0.05710078211332653	-0.05710078211332653	0.3564815129598936	0.3564815129598936	0.3564815129598936	0.3564815129598936	0.3564815129598936	0.3564815129598936
3475000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.419377519151884	0.419377519151884	0.419377519151884	0.419377519151884	0.419377519151884	0.419377519151884	0.419377519151884	0.419377519151884	0.419377519151884	0.419377519151884	0.419377519151884	0.419377519151884	0.419377519151884	0.419377519151884	0.419377519151884	1.056290418144596	1.056290418144596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5385292463399411	0.5385292463399411	0.5385292463399411	0.5385292463399411	0.5385292463399411	0.5385292463399411	0.5385292463399411	0.5385292463399411	0.5385292463399411	0.5385292463399411	0.5385292463399411	0.0972157009143261	0.0972157009143261	0.0972157009143261	0.0972157009143261	0.0972157009143261	0.0972157009143261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.11915172718805717	-0.11915172718805717	-0.11915172718805717	-0.11915172718805717	-0.11915172718805717	-0.11915172718805717	-0.11915172718805717	-0.11915172718805717	-0.11915172718805717	-0.11915172718805717	-0.11915172718805717	0.32216181823755785	0.32216181823755785	0.32216181823755785	0.32216181823755785	0.9590747172302699	0.9590747172302699
