it	l_0	l_1	l_2	l_3	l_4	l_5	l_6	l_7	l_8	l_9	l_10	l_11	l_12	l_13	l_14	l_15	l_16	l_17	l_18	l_19	l_20	l_21	l_22	l_23	l_24	l_25	l_26	l_27	l_28	l_29	l_30	l_31	l_32	l_33	l_34	l_35	l_36	l_37	l_38	l_39	l_40	l_41	l_42	l_43	l_44	l_45	l_46	l_47	l_48	l_49	l_50	l_51	l_52	l_53	l_54	l_55	l_56	l_57	l_58	l_59	l_60	l_61	l_62	l_63	l_64	l_65	l_66	l_67	l_68	l_69	l_70	l_71	l_72	l_73	l_74	l_75	l_76	l_77	l_78	l_79	l_80	l_81	l_82	l_83	m_0	m_1	m_2	m_3	m_4	m_5	m_6	m_7	m_8	m_9	m_10	m_11	m_12	m_13	m_14	m_15	m_16	m_17	m_18	m_19	m_20	m_21	m_22	m_23	m_24	m_25	m_26	m_27	m_28	m_29	m_30	m_31	m_32	m_33	m_34	m_35	m_36	m_37	m_38	m_39	m_40	m_41	m_42	m_43	m_44	m_45	m_46	m_47	m_48	m_49	m_50	m_51	m_52	m_53	m_54	m_55	m_56	m_57	m_58	m_59	m_60	m_61	m_62	m_63	m_64	m_65	m_66	m_67	m_68	m_69	m_70	m_71	m_72	m_73	m_74	m_75	m_76	m_77	m_78	m_79	m_80	m_81	m_82	m_83	r_0	r_1	r_2	r_3	r_4	r_5	r_6	r_7	r_8	r_9	r_10	r_11	r_12	r_13	r_14	r_15	r_16	r_17	r_18	r_19	r_20	r_21	r_22	r_23	r_24	r_25	r_26	r_27	r_28	r_29	r_30	r_31	r_32	r_33	r_34	r_35	r_36	r_37	r_38	r_39	r_40	r_41	r_42	r_43	r_44	r_45	r_46	r_47	r_48	r_49	r_50	r_51	r_52	r_53	r_54	r_55	r_56	r_57	r_58	r_59	r_60	r_61	r_62	r_63	r_64	r_65	r_66	r_67	r_68	r_69	r_70	r_71	r_72	r_73	r_74	r_75	r_76	r_77	r_78	r_79	r_80	r_81	r_82	r_83	
595000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45433886148536606	0.45433886148536606	0.45433886148536606	0.45433886148536606	0.45433886148536606	0.45433886148536606	0.45433886148536606	0.45433886148536606	0.45433886148536606	0.45433886148536606	0.45433886148536606	0.45433886148536606	0.45433886148536606	0.45433886148536606	0.45433886148536606	0.8200852005245638	0.8200852005245638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6206301896213781	0.6206301896213781	0.6206301896213781	0.6206301896213781	0.6206301896213781	0.6206301896213781	0.6206301896213781	0.6206301896213781	0.6206301896213781	0.6206301896213781	0.6206301896213781	0.08745220968659315	0.08745220968659315	0.08745220968659315	0.08745220968659315	0.3962468231287991	0.3962468231287991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.166291328136012	-0.166291328136012	-0.166291328136012	-0.166291328136012	-0.166291328136012	-0.166291328136012	-0.166291328136012	-0.166291328136012	-0.166291328136012	-0.166291328136012	-0.166291328136012	0.3668866517987729	0.3668866517987729	0.3668866517987729	0.3668866517987729	0.4238383773957647	0.4238383773957647
600000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4386311074118823	0.4386311074118823	0.4386311074118823	0.4386311074118823	0.4386311074118823	0.4386311074118823	0.4386311074118823	0.4386311074118823	0.4386311074118823	0.4386311074118823	0.4386311074118823	0.4386311074118823	0.4386311074118823	0.4386311074118823	0.4386311074118823	0.4386311074118823	0.7356665003714996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7079898273970331	0.7079898273970331	0.7079898273970331	0.7079898273970331	0.7079898273970331	0.7079898273970331	0.7079898273970331	0.7079898273970331	0.7079898273970331	0.7079898273970331	0.17987819890481058	0.17987819890481058	0.17987819890481058	0.17987819890481058	0.17987819890481058	0.17987819890481058	0.17987819890481058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.26935871998515076	-0.26935871998515076	-0.26935871998515076	-0.26935871998515076	-0.26935871998515076	-0.26935871998515076	-0.26935871998515076	-0.26935871998515076	-0.26935871998515076	-0.26935871998515076	0.2587529085070718	0.2587529085070718	0.2587529085070718	0.2587529085070718	0.2587529085070718	0.2587529085070718	0.555788301466689
605000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3582300400974983	0.3582300400974983	0.3582300400974983	0.3582300400974983	0.3582300400974983	0.3582300400974983	0.3582300400974983	0.3582300400974983	0.3582300400974983	0.3582300400974983	0.3582300400974983	0.3582300400974983	0.3582300400974983	0.3582300400974983	0.3582300400974983	0.3582300400974983	0.3582300400974983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7227254635064158	0.7227254635064158	0.7227254635064158	0.7227254635064158	0.7227254635064158	0.7227254635064158	0.7227254635064158	0.7227254635064158	0.7227254635064158	0.283813200070062	0.283813200070062	0.283813200070062	0.283813200070062	0.283813200070062	0.283813200070062	0.283813200070062	0.283813200070062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.36449542340891744	-0.36449542340891744	-0.36449542340891744	-0.36449542340891744	-0.36449542340891744	-0.36449542340891744	-0.36449542340891744	-0.36449542340891744	-0.36449542340891744	0.07441684002743632	0.07441684002743632	0.07441684002743632	0.07441684002743632	0.07441684002743632	0.07441684002743632	0.07441684002743632	0.07441684002743632
610000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5597649460386619	0.5597649460386619	0.5597649460386619	0.5597649460386619	0.5597649460386619	0.5597649460386619	0.5597649460386619	0.5597649460386619	0.5597649460386619	0.5597649460386619	0.5597649460386619	0.5597649460386619	0.5597649460386619	0.5597649460386619	0.5597649460386619	0.5597649460386619	0.5597649460386619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.613898272439313	0.613898272439313	0.613898272439313	0.613898272439313	0.613898272439313	1.5044389945887169	1.5044389945887169	0.33168281609487593	0.33168281609487593	0.33168281609487593	0.33168281609487593	0.33168281609487593	0.33168281609487593	0.33168281609487593	0.33168281609487593	0.33168281609487593	0.33168281609487593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.05413332640065116	-0.05413332640065116	-0.05413332640065116	-0.05413332640065116	-0.05413332640065116	-0.944674048550055	-0.944674048550055	0.22808212994378596	0.22808212994378596	0.22808212994378596	0.22808212994378596	0.22808212994378596	0.22808212994378596	0.22808212994378596	0.22808212994378596	0.22808212994378596	0.22808212994378596
615000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4299990574566021	0.4299990574566021	0.4299990574566021	0.4299990574566021	0.4299990574566021	0.4299990574566021	0.4299990574566021	0.4299990574566021	0.4299990574566021	0.4299990574566021	0.4299990574566021	0.4299990574566021	0.4299990574566021	0.4299990574566021	0.4299990574566021	0.4299990574566021	0.4299990574566021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9178406574102298	0.9178406574102298	0.9178406574102298	0.9178406574102298	0.9178406574102298	0.9178406574102298	0.9178406574102298	0.9178406574102298	0.9178406574102298	0.9178406574102298	0.17123105662045113	0.17123105662045113	0.17123105662045113	0.17123105662045113	0.17123105662045113	0.17123105662045113	0.17123105662045113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.4878415999536277	-0.4878415999536277	-0.4878415999536277	-0.4878415999536277	-0.4878415999536277	-0.4878415999536277	-0.4878415999536277	-0.4878415999536277	-0.4878415999536277	-0.4878415999536277	0.258768000836151	0.258768000836151	0.258768000836151	0.258768000836151	0.258768000836151	0.258768000836151	0.258768000836151
620000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4840242480839255	0.4840242480839255	0.4840242480839255	0.4840242480839255	0.4840242480839255	0.4840242480839255	0.4840242480839255	0.4840242480839255	0.4840242480839255	0.4840242480839255	0.4840242480839255	0.4840242480839255	0.4840242480839255	0.4840242480839255	0.4840242480839255	0.4840242480839255	0.4840242480839255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42004152265144873	0.42004152265144873	0.42004152265144873	0.42004152265144873	0.42004152265144873	0.42004152265144873	0.42004152265144873	0.42004152265144873	0.42004152265144873	0.42004152265144873	0.42004152265144873	0.42004152265144873	0.42004152265144873	0.42004152265144873	0.42004152265144873	0.42004152265144873	0.42004152265144873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0639827254324768	0.0639827254324768	0.0639827254324768	0.0639827254324768	0.0639827254324768	0.0639827254324768	0.0639827254324768	0.0639827254324768	0.0639827254324768	0.0639827254324768	0.0639827254324768	0.0639827254324768	0.0639827254324768	0.0639827254324768	0.0639827254324768	0.0639827254324768	0.0639827254324768
625000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5103044005264458	0.5103044005264458	0.5103044005264458	0.5103044005264458	0.5103044005264458	0.5103044005264458	0.5103044005264458	0.5103044005264458	0.5103044005264458	0.5103044005264458	0.5103044005264458	0.5103044005264458	0.5103044005264458	0.5103044005264458	0.5103044005264458	0.5103044005264458	0.5103044005264458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7580584631829861	0.7580584631829861	0.7580584631829861	0.7580584631829861	0.7580584631829861	0.7580584631829861	0.7580584631829861	0.7580584631829861	0.7580584631829861	0.7580584631829861	0.19425050698380722	0.19425050698380722	0.19425050698380722	0.19425050698380722	0.19425050698380722	0.19425050698380722	0.19425050698380722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.24775406265654032	-0.24775406265654032	-0.24775406265654032	-0.24775406265654032	-0.24775406265654032	-0.24775406265654032	-0.24775406265654032	-0.24775406265654032	-0.24775406265654032	-0.24775406265654032	0.3160538935426386	0.3160538935426386	0.3160538935426386	0.3160538935426386	0.3160538935426386	0.3160538935426386	0.3160538935426386
630000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35808417862976505	0.35808417862976505	0.35808417862976505	0.35808417862976505	0.35808417862976505	0.35808417862976505	0.35808417862976505	0.35808417862976505	0.35808417862976505	0.35808417862976505	0.35808417862976505	0.35808417862976505	0.35808417862976505	0.35808417862976505	0.35808417862976505	0.35808417862976505	0.7632697613747927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7205171953704042	0.7205171953704042	0.7205171953704042	0.7205171953704042	0.7205171953704042	0.7205171953704042	0.7205171953704042	0.7205171953704042	0.7205171953704042	0.4323286795239197	0.4323286795239197	0.4323286795239197	0.4323286795239197	0.4323286795239197	0.4323286795239197	0.4323286795239197	0.4323286795239197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.3624330167406391	-0.3624330167406391	-0.3624330167406391	-0.3624330167406391	-0.3624330167406391	-0.3624330167406391	-0.3624330167406391	-0.3624330167406391	-0.3624330167406391	-0.07424450089415463	-0.07424450089415463	-0.07424450089415463	-0.07424450089415463	-0.07424450089415463	-0.07424450089415463	-0.07424450089415463	0.33094108185087306
635000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4017414827154826	0.4017414827154826	0.4017414827154826	0.4017414827154826	0.4017414827154826	0.4017414827154826	0.4017414827154826	0.4017414827154826	0.4017414827154826	0.4017414827154826	0.4017414827154826	0.4017414827154826	0.4017414827154826	0.4017414827154826	0.4017414827154826	0.4017414827154826	0.4017414827154826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5173582193673897	0.5173582193673897	0.5173582193673897	0.5173582193673897	0.5173582193673897	0.5173582193673897	0.5173582193673897	0.5173582193673897	0.5173582193673897	0.5173582193673897	0.5173582193673897	0.11217164452927868	0.11217164452927868	0.11217164452927868	0.11217164452927868	0.11217164452927868	0.11217164452927868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.11561673665190708	-0.11561673665190708	-0.11561673665190708	-0.11561673665190708	-0.11561673665190708	-0.11561673665190708	-0.11561673665190708	-0.11561673665190708	-0.11561673665190708	-0.11561673665190708	-0.11561673665190708	0.2895698381862039	0.2895698381862039	0.2895698381862039	0.2895698381862039	0.2895698381862039	0.2895698381862039
640000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46646323388585514	0.46646323388585514	0.46646323388585514	0.46646323388585514	0.46646323388585514	0.46646323388585514	0.46646323388585514	0.46646323388585514	0.46646323388585514	0.46646323388585514	0.46646323388585514	0.46646323388585514	0.46646323388585514	0.46646323388585514	0.46646323388585514	0.46646323388585514	0.46646323388585514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5300049980260961	0.5300049980260961	0.5300049980260961	0.5300049980260961	0.5300049980260961	0.5300049980260961	0.5300049980260961	0.5300049980260961	0.5300049980260961	0.5300049980260961	0.5300049980260961	0.5300049980260961	0.5300049980260961	0.5300049980260961	0.5300049980260961	0.5300049980260961	0.5300049980260961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.06354176414024099	-0.06354176414024099	-0.06354176414024099	-0.06354176414024099	-0.06354176414024099	-0.06354176414024099	-0.06354176414024099	-0.06354176414024099	-0.06354176414024099	-0.06354176414024099	-0.06354176414024099	-0.06354176414024099	-0.06354176414024099	-0.06354176414024099	-0.06354176414024099	-0.06354176414024099	-0.06354176414024099
