it	l_0	l_1	l_2	l_3	l_4	l_5	l_6	l_7	l_8	l_9	l_10	l_11	l_12	l_13	l_14	l_15	l_16	l_17	l_18	l_19	l_20	l_21	l_22	l_23	l_24	l_25	l_26	l_27	l_28	l_29	l_30	l_31	l_32	l_33	l_34	l_35	l_36	l_37	l_38	l_39	l_40	l_41	l_42	l_43	l_44	l_45	l_46	l_47	l_48	l_49	l_50	l_51	l_52	l_53	l_54	l_55	l_56	l_57	l_58	l_59	l_60	l_61	l_62	l_63	l_64	l_65	l_66	l_67	l_68	l_69	l_70	l_71	l_72	l_73	l_74	l_75	l_76	l_77	l_78	l_79	l_80	l_81	l_82	l_83	l_84	l_85	l_86	l_87	l_88	l_89	l_90	m_0	m_1	m_2	m_3	m_4	m_5	m_6	m_7	m_8	m_9	m_10	m_11	m_12	m_13	m_14	m_15	m_16	m_17	m_18	m_19	m_20	m_21	m_22	m_23	m_24	m_25	m_26	m_27	m_28	m_29	m_30	m_31	m_32	m_33	m_34	m_35	m_36	m_37	m_38	m_39	m_40	m_41	m_42	m_43	m_44	m_45	m_46	m_47	m_48	m_49	m_50	m_51	m_52	m_53	m_54	m_55	m_56	m_57	m_58	m_59	m_60	m_61	m_62	m_63	m_64	m_65	m_66	m_67	m_68	m_69	m_70	m_71	m_72	m_73	m_74	m_75	m_76	m_77	m_78	m_79	m_80	m_81	m_82	m_83	m_84	m_85	m_86	m_87	m_88	m_89	m_90	r_0	r_1	r_2	r_3	r_4	r_5	r_6	r_7	r_8	r_9	r_10	r_11	r_12	r_13	r_14	r_15	r_16	r_17	r_18	r_19	r_20	r_21	r_22	r_23	r_24	r_25	r_26	r_27	r_28	r_29	r_30	r_31	r_32	r_33	r_34	r_35	r_36	r_37	r_38	r_39	r_40	r_41	r_42	r_43	r_44	r_45	r_46	r_47	r_48	r_49	r_50	r_51	r_52	r_53	r_54	r_55	r_56	r_57	r_58	r_59	r_60	r_61	r_62	r_63	r_64	r_65	r_66	r_67	r_68	r_69	r_70	r_71	r_72	r_73	r_74	r_75	r_76	r_77	r_78	r_79	r_80	r_81	r_82	r_83	r_84	r_85	r_86	r_87	r_88	r_89	r_90	
0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20811938053256385	0.20811938053256385	0.20811938053256385	0.20811938053256385	0.20811938053256385	0.20811938053256385	0.20811938053256385	0.20811938053256385	0.20811938053256385	0.20811938053256385	0.20811938053256385	0.20811938053256385	0.20811938053256385	0.20811938053256385	0.20811938053256385	0.20811938053256385	0.20811938053256385	0.20811938053256385	0.20811938053256385	0.20811938053256385	0.20811938053256385	0.20811938053256385	0.20811938053256385	0.20811938053256385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15457483812087863	0.15457483812087863	0.15457483812087863	0.15457483812087863	0.15457483812087863	0.15457483812087863	0.15457483812087863	0.15457483812087863	0.15457483812087863	0.15457483812087863	0.15457483812087863	0.15457483812087863	0.15457483812087863	0.15457483812087863	0.15457483812087863	0.15457483812087863	0.15457483812087863	0.15457483812087863	0.15457483812087863	0.15457483812087863	0.15457483812087863	0.15457483812087863	0.15457483812087863	0.15457483812087863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.053544542411685214	0.053544542411685214	0.053544542411685214	0.053544542411685214	0.053544542411685214	0.053544542411685214	0.053544542411685214	0.053544542411685214	0.053544542411685214	0.053544542411685214	0.053544542411685214	0.053544542411685214	0.053544542411685214	0.053544542411685214	0.053544542411685214	0.053544542411685214	0.053544542411685214	0.053544542411685214	0.053544542411685214	0.053544542411685214	0.053544542411685214	0.053544542411685214	0.053544542411685214	0.053544542411685214
5000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10745462391293878	0.10745462391293878	0.10745462391293878	0.10745462391293878	0.10745462391293878	0.10745462391293878	0.10745462391293878	0.10745462391293878	0.10745462391293878	0.10745462391293878	0.10745462391293878	0.10745462391293878	0.10745462391293878	0.10745462391293878	0.10745462391293878	0.37935021537600294	0.37935021537600294	0.37935021537600294	0.37935021537600294	0.37935021537600294	0.37935021537600294	0.37935021537600294	0.37935021537600294	0.37935021537600294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20776337281021412	0.20776337281021412	0.20776337281021412	0.20776337281021412	0.20776337281021412	0.20776337281021412	0.20776337281021412	0.20776337281021412	0.05056941942504129	0.05056941942504129	0.05056941942504129	0.05056941942504129	0.05056941942504129	0.05056941942504129	0.05056941942504129	0.05056941942504129	0.05056941942504129	0.05056941942504129	0.05056941942504129	0.05056941942504129	0.05056941942504129	0.05056941942504129	0.05056941942504129	0.05056941942504129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.10030874889727534	-0.10030874889727534	-0.10030874889727534	-0.10030874889727534	-0.10030874889727534	-0.10030874889727534	-0.10030874889727534	-0.10030874889727534	0.05688520448789749	0.05688520448789749	0.05688520448789749	0.05688520448789749	0.05688520448789749	0.05688520448789749	0.05688520448789749	0.32878079595096166	0.32878079595096166	0.32878079595096166	0.32878079595096166	0.32878079595096166	0.32878079595096166	0.32878079595096166	0.32878079595096166	0.32878079595096166
10000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0728822011748446	0.0728822011748446	0.0728822011748446	0.0728822011748446	0.0728822011748446	0.0728822011748446	0.0728822011748446	0.0728822011748446	0.0728822011748446	0.0728822011748446	0.0728822011748446	0.0728822011748446	0.0728822011748446	0.0728822011748446	0.0728822011748446	0.0728822011748446	0.1709977786936467	0.1709977786936467	0.1709977786936467	0.1709977786936467	0.1709977786936467	0.1709977786936467	0.1709977786936467	0.3805705404550582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19952520216617606	0.19952520216617606	0.19952520216617606	0.19952520216617606	0.19952520216617606	0.19952520216617606	0.19952520216617606	0.19952520216617606	0.19952520216617606	0.016756064374555717	0.016756064374555717	0.016756064374555717	0.016756064374555717	0.016756064374555717	0.016756064374555717	0.016756064374555717	0.016756064374555717	0.016756064374555717	0.016756064374555717	0.016756064374555717	0.016756064374555717	0.016756064374555717	0.016756064374555717	0.016756064374555717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.12664300099133147	-0.12664300099133147	-0.12664300099133147	-0.12664300099133147	-0.12664300099133147	-0.12664300099133147	-0.12664300099133147	-0.12664300099133147	-0.12664300099133147	0.056126136800288884	0.056126136800288884	0.056126136800288884	0.056126136800288884	0.056126136800288884	0.056126136800288884	0.056126136800288884	0.154241714319091	0.154241714319091	0.154241714319091	0.154241714319091	0.154241714319091	0.154241714319091	0.154241714319091	0.3638144760805025
15000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07520728947091443	0.07520728947091443	0.07520728947091443	0.07520728947091443	0.07520728947091443	0.07520728947091443	0.07520728947091443	0.07520728947091443	0.07520728947091443	0.07520728947091443	0.07520728947091443	0.07520728947091443	0.07520728947091443	0.07520728947091443	0.07520728947091443	0.07520728947091443	0.4012062267264054	0.4012062267264054	0.4012062267264054	0.4012062267264054	0.4012062267264054	0.4012062267264054	0.4012062267264054	0.42929861345497394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1663487463539398	0.1663487463539398	0.1663487463539398	0.1663487463539398	0.1663487463539398	0.1663487463539398	0.1663487463539398	0.1663487463539398	0.1663487463539398	0.1663487463539398	0.023426540296078224	0.023426540296078224	0.023426540296078224	0.023426540296078224	0.023426540296078224	0.023426540296078224	0.023426540296078224	0.023426540296078224	0.023426540296078224	0.023426540296078224	0.023426540296078224	0.023426540296078224	0.023426540296078224	0.023426540296078224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.09114145688302538	-0.09114145688302538	-0.09114145688302538	-0.09114145688302538	-0.09114145688302538	-0.09114145688302538	-0.09114145688302538	-0.09114145688302538	-0.09114145688302538	-0.09114145688302538	0.0517807491748362	0.0517807491748362	0.0517807491748362	0.0517807491748362	0.0517807491748362	0.0517807491748362	0.37777968643032717	0.37777968643032717	0.37777968643032717	0.37777968643032717	0.37777968643032717	0.37777968643032717	0.37777968643032717	0.40587207315889573
20000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07468445400225983	0.07468445400225983	0.07468445400225983	0.07468445400225983	0.07468445400225983	0.07468445400225983	0.07468445400225983	0.07468445400225983	0.07468445400225983	0.07468445400225983	0.07468445400225983	0.07468445400225983	0.07468445400225983	0.07468445400225983	0.07468445400225983	0.07468445400225983	0.6314971529756667	0.6314971529756667	0.6314971529756667	0.6314971529756667	0.6314971529756667	0.6314971529756667	0.6314971529756667	0.6314971529756667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2049253835981254	0.2049253835981254	0.2049253835981254	0.2049253835981254	0.2049253835981254	0.2049253835981254	0.2049253835981254	0.2049253835981254	0.031333062888735705	0.031333062888735705	0.031333062888735705	0.031333062888735705	0.031333062888735705	0.031333062888735705	0.031333062888735705	0.031333062888735705	0.031333062888735705	0.031333062888735705	0.031333062888735705	0.031333062888735705	0.031333062888735705	0.031333062888735705	0.031333062888735705	0.031333062888735705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.13024092959586558	-0.13024092959586558	-0.13024092959586558	-0.13024092959586558	-0.13024092959586558	-0.13024092959586558	-0.13024092959586558	-0.13024092959586558	0.043351391113524124	0.043351391113524124	0.043351391113524124	0.043351391113524124	0.043351391113524124	0.043351391113524124	0.043351391113524124	0.043351391113524124	0.600164090086931	0.600164090086931	0.600164090086931	0.600164090086931	0.600164090086931	0.600164090086931	0.600164090086931	0.600164090086931
25000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7555487521614525	0.06996904084368329	0.06996904084368329	0.06996904084368329	0.06996904084368329	0.06996904084368329	0.06996904084368329	0.06996904084368329	0.06996904084368329	0.06996904084368329	0.06996904084368329	0.06996904084368329	0.06996904084368329	0.06996904084368329	0.06996904084368329	0.5548320632203981	0.5548320632203981	0.5548320632203981	0.5548320632203981	0.5548320632203981	0.5548320632203981	0.5548320632203981	0.5548320632203981	0.5548320632203981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12968286198341808	0.12968286198341808	0.12968286198341808	0.12968286198341808	0.12968286198341808	0.12968286198341808	0.12968286198341808	0.12968286198341808	0.12968286198341808	0.12968286198341808	0.12968286198341808	0.12968286198341808	0.12968286198341808	0.12968286198341808	0.020906106742385678	0.020906106742385678	0.020906106742385678	0.020906106742385678	0.020906106742385678	0.020906106742385678	0.020906106742385678	0.020906106742385678	0.020906106742385678	0.020906106742385678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6258658901780344	-0.05971382113973479	-0.05971382113973479	-0.05971382113973479	-0.05971382113973479	-0.05971382113973479	-0.05971382113973479	-0.05971382113973479	-0.05971382113973479	-0.05971382113973479	-0.05971382113973479	-0.05971382113973479	-0.05971382113973479	-0.05971382113973479	0.04906293410129761	0.5339259564780124	0.5339259564780124	0.5339259564780124	0.5339259564780124	0.5339259564780124	0.5339259564780124	0.5339259564780124	0.5339259564780124	0.5339259564780124
30000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16868551353704175	0.16868551353704175	0.16868551353704175	0.16868551353704175	0.05011659834864207	0.05011659834864207	0.05011659834864207	0.05011659834864207	0.05011659834864207	0.05011659834864207	0.05011659834864207	0.05011659834864207	0.05011659834864207	0.05011659834864207	0.05011659834864207	0.05011659834864207	0.4214423078156339	0.4214423078156339	0.4214423078156339	0.4214423078156339	0.4214423078156339	0.4214423078156339	0.4214423078156339	0.4214423078156339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.249478206383181	0.249478206383181	0.249478206383181	0.249478206383181	0.249478206383181	0.249478206383181	0.249478206383181	0.249478206383181	0.04968835616304531	0.04968835616304531	0.04968835616304531	0.04968835616304531	0.04968835616304531	0.04968835616304531	0.04968835616304531	0.04968835616304531	0.04968835616304531	0.04968835616304531	0.04968835616304531	0.04968835616304531	0.04968835616304531	0.26234036583141646	0.26234036583141646	0.26234036583141646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.08079269284613924	-0.08079269284613924	-0.08079269284613924	-0.08079269284613924	-0.19936160803453892	-0.19936160803453892	-0.19936160803453892	-0.19936160803453892	0.00042824218559676247	0.00042824218559676247	0.00042824218559676247	0.00042824218559676247	0.00042824218559676247	0.00042824218559676247	0.00042824218559676247	0.00042824218559676247	0.3717539516525886	0.3717539516525886	0.3717539516525886	0.3717539516525886	0.3717539516525886	0.15910194198421745	0.15910194198421745	0.15910194198421745
35000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13980623758202654	0.13980623758202654	0.13980623758202654	0.13980623758202654	0.13980623758202654	0.13980623758202654	0.03625315378987088	0.03625315378987088	0.03625315378987088	0.03625315378987088	0.03625315378987088	0.03625315378987088	0.03625315378987088	0.03625315378987088	0.03625315378987088	0.03625315378987088	0.553009877710656	0.553009877710656	0.553009877710656	0.553009877710656	0.553009877710656	0.553009877710656	0.553009877710656	0.553009877710656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1365578361860202	1.1365578361860202	0.19081332765720296	0.19081332765720296	0.19081332765720296	0.19081332765720296	0.19081332765720296	0.19081332765720296	0.19081332765720296	0.030963204646064904	0.030963204646064904	0.030963204646064904	0.030963204646064904	0.030963204646064904	0.030963204646064904	0.030963204646064904	0.030963204646064904	0.030963204646064904	0.030963204646064904	0.030963204646064904	0.030963204646064904	0.030963204646064904	0.030963204646064904	0.030963204646064904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.9967515986039936	-0.9967515986039936	-0.051007090075176426	-0.051007090075176426	-0.051007090075176426	-0.051007090075176426	-0.1545601738673321	-0.1545601738673321	-0.1545601738673321	0.005289949143805976	0.005289949143805976	0.005289949143805976	0.005289949143805976	0.005289949143805976	0.005289949143805976	0.005289949143805976	0.5220466730645911	0.5220466730645911	0.5220466730645911	0.5220466730645911	0.5220466730645911	0.5220466730645911	0.5220466730645911	0.5220466730645911
