it	posterior	prior	PP_lik	BD_lik	q_0	q_1	q_2	alpha	k_birth	k_death	RJ_hp	root_age	death_age	tot_length	Albertosaurus_TS	Alioramus_TS	Daspletosaurus_TS	Gorgosaurus_TS	Lythronax_TS	Nanotyrannus_TS	Nanuqsaurus_TS	Ornithomimus_TS	Tarbosaurus_TS	Teratophoneus_TS	Tyrannosauripus_TS	Tyrannosaurus_TS	Yezosaurus_TS	Zhuchengtyrannus_TS	Albertosaurus_TE	Alioramus_TE	Daspletosaurus_TE	Gorgosaurus_TE	Lythronax_TE	Nanotyrannus_TE	Nanuqsaurus_TE	Ornithomimus_TE	Tarbosaurus_TE	Teratophoneus_TE	Tyrannosauripus_TE	Tyrannosaurus_TE	Yezosaurus_TE	Zhuchengtyrannus_TE
50000	-647.3258085390429	-24.756120157288017	-558.6304765660562	-63.93921181569863	0.44898267221217325	1.056534556913552	3.4238261499532245	0.6549618926861317	2	2	3.0774760215323558	85.33929824906691	65.93925823859333	113.69399335728725	85.14099788602762	83.8716787098574	84.89935740685382	82.54651244448972	81.44140388352298	69.42346596066714	69.13852624655537	82.50013803264422	82.73609062655449	76.85288391017829	67.11733280596069	81.98956922451553	85.33929824906691	70.83957836923089	66.87569211774962	66.92127062617607	65.93925823859333	66.5748263273465	79.67210925238639	66.02638572869628	68.55211312976564	81.78320059631747	66.11204286135604	73.06789473598779	66.88133047500995	66.01093607944217	84.98796908190045	70.73781114811013
55000	-644.8623178086303	-25.27090135494901	-566.7126878223384	-52.87872863134294	1.1782478480825358	0.6920764444843929	2.8252023095684966	0.8024372095626734	2	2	0.9894061371447573	85.67504260294353	65.74953034585491	112.90723201338697	84.73324920986134	82.454113441241	83.88961561464392	82.97170046282187	80.55832903869167	69.33892318188313	69.15734319770569	82.81590233598517	82.32886031589943	75.78196461517841	67.17135045177443	82.46811098999561	85.67504260294353	70.8955063975617	66.37995890769936	66.33615880508933	66.3988646445927	65.74953034585491	80.36581126311711	66.41455000718007	68.44906496599363	81.84750831709871	65.77238912777648	72.38329982608579	66.35748798747032	66.04464159852758	85.20261275693801	69.63090128937594
60000	-637.9617137008831	-24.834144156375636	-557.7698097103698	-55.35775983413771	0.8304789837627777	0.9672041610720981	3.5655434995316493	0.6815226052371635	2	2	1.242059396634243	85.97379127665513	66.09214703398328	112.26331207574874	85.97379127665513	80.93625728569471	84.15541182070227	82.47004710846078	82.18133822936068	70.20476189979098	69.20606681496686	82.20005605563853	83.42361118987843	76.50639499902404	67.12856114435854	82.24554547782934	85.31028728560085	71.0610437266094	66.41645627362873	66.18723592604549	66.19208889505732	66.23641556037533	79.60019927418067	66.26559365789284	68.97968289942713	81.97440761274682	66.18585457056733	74.04682634808243	66.5697827116176	66.09214703398328	85.21358124372617	70.77959023149064
65000	-641.3418329862558	-26.290564066805636	-558.6275861042888	-56.42368281516144	0.47115707708481547	1.0451344156414102	3.234737923296656	1.0457296553469595	2	2	1.0310622606805062	85.47113702738142	65.95411209292114	110.70016718071393	84.59504870630825	83.13224511531851	84.18096486012354	82.36323375327449	81.1718363407866	69.36828577287311	69.09868065837243	82.43261464355597	83.09522618567533	76.04719162890888	67.41395653847628	82.24604353875645	85.47113702738142	71.39443934327304	66.58788038255267	66.36111766474195	66.57672200314109	66.50947142107688	80.06999639965973	66.39478641375005	68.92190251258002	81.74343396430966	66.20805131239699	73.16393596569756	66.96211484232037	65.95411209292114	85.15149729386414	70.7057146633581
70000	-657.9007805580142	-31.07260557142899	-555.1890706449764	-71.6391043416088	0.8352262495526731	1.2284805701448267	3.7251540684666242	0.7173218650624276	4	2	3.0220829010749513	86.06137345785356	65.40652690211819	117.02829710080366	84.72869240948125	81.6782025723953	85.23227448937546	86.06137345785356	80.51802415769919	69.73276541626853	69.20799916531443	83.55359430660219	82.32094743513498	78.82107004483112	67.21070280626995	82.0782338528124	85.40927556999833	70.8482894645542	66.96110077929441	66.27395424789866	66.58491296112362	66.56846599033848	79.72344552545118	65.40652690211819	68.63376626293427	82.03272241330974	65.62340055510857	73.79942479153985	67.04343646390228	66.08658653184216	84.80279932243923	70.8326053004866
75000	-641.8168507062287	-23.880336349740205	-555.0068044865578	-62.92970986993066	1.9653915940335112	0.9548170783998992	2.7910840166671096	0.9801719087629676	2	2	1.7483824828160126	85.31143416387248	65.28504090851158	109.7615634998651	84.77046563577987	80.91773115162756	83.94143876807081	82.81116947373813	81.2347240454331	70.43346081072771	69.13937166420509	82.09486178704208	82.17522943028297	77.0003497005851	67.16703608577535	83.13820911518206	85.31143416387248	70.89907138420826	66.37047318508715	67.8910308037339	66.47477465117758	66.417492509461	80.23139753972276	65.28504090851158	68.76170649567251	81.83734374562555	66.1560620086073	73.35027656153973	66.8616238943732	65.92474536074688	85.19208081819738	70.51894123420895
80000	-648.8210564745632	-28.001326401657895	-560.6182328140096	-60.20149725889564	4.126088806474111	0.7787659742948095	2.967515361804726	0.8674029090039969	2	2	1.623297746473455	85.4935223555305	66.0550059156091	114.9270555145312	84.54622169913891	82.35991995392342	84.45437735205759	82.52829329858132	82.25837382111501	69.22017740765689	69.14863892492095	83.42548121877833	82.76233645406558	76.08302576306428	67.13872170609078	83.52859918267569	85.4935223555305	70.92762651881102	66.10269037650409	67.85230230655779	66.48534267061652	66.50947152746322	78.58543101174718	66.29826479959594	68.99320668046167	79.81280146496124	66.19501598017618	73.43030000224414	66.72064131479516	66.0550059156091	85.1891712540391	70.71861483710776
85000	-653.520096345509	-37.96778769879611	-558.1898965795338	-57.36241206717921	4.7304765258481964	1.0921181995548894	3.1164039750109547	0.9393554881648822	2	3	3.231316989033913	85.40387139337992	65.81138959634563	113.8045372021749	84.87806144580392	82.97639579500586	84.17434132397563	82.83400445738889	80.4442355092087	69.6142053241103	69.03688588665895	82.5896502985796	82.47937091966368	76.40420860620515	67.3982223343536	82.12077893834092	85.40387139337992	70.84988297784727	66.36045627333799	65.81138959634563	66.42253609235051	66.30730302777683	78.5486368198259	66.42702923833696	68.68258961507496	80.67668974098585	66.21775413418963	73.4518791134961	66.87349647253957	66.08762291624485	84.86563747302723	70.66655749481545
90000	-650.2826785983697	-38.12241506911709	-557.4679923243748	-54.692271204877784	3.523970531998101	1.281341151636655	3.205190244557485	0.8941801119260627	3	4	2.765175177015302	85.24003489665621	65.88588047174319	116.92523725762516	84.6567331495801	83.91342532827515	83.87432041572953	83.03681410227227	83.14996480723188	71.04576087346847	69.06868461149077	83.11108165253543	82.91584200574424	76.25991942345205	67.20837608855265	82.67977850334468	85.24003489665621	70.90276456887607	66.25540769763072	66.19215285639625	66.54512175217349	66.2831031081538	80.25982942742218	66.27368401833054	68.75787653867772	80.60664627199898	66.12612047238298	74.12043256997032	66.7974546150532	65.88588047174319	85.22437722401031	70.81017614564068
95000	-651.3530794295209	-26.860251217395234	-560.9763989058138	-63.51642930631192	4.191645929300381	0.8709261381410781	2.733054739125886	1.011024117630647	2	2	2.546427801135989	86.07172253153497	65.58645029947955	110.90506678567859	84.60770655734203	79.47191104200935	83.78800417054715	82.88992079719844	80.59115825222858	69.55730825464873	69.1885187790349	82.31181738119707	82.39063269867653	76.17060161038802	67.12806432083178	83.09608771210264	86.07172253153497	70.96821181211898	66.669423622154	66.2801457505611	66.37600535425425	65.58645029947955	79.2936988172685	66.41932848349047	68.79006602824623	82.06771716755468	65.95477413202664	72.1304275570297	65.75080708010037	66.07954573501667	85.12324102818253	70.80496807881589
100000	-649.0183301544355	-27.864349368407055	-560.1395139926575	-61.01446679337096	3.5128452603276012	1.6678266451487092	4.323499100794279	1.5176532238637788	2	2	1.8608608053540943	85.69333998413757	65.79678983061703	114.35508774723841	85.50443677912241	81.39798435254524	85.69333998413757	82.3400658735157	80.878315592604	70.70814562885074	69.28022702692344	82.30591626754466	82.93781919281577	79.1092958577533	67.11466129978612	82.01323067980351	85.51755347354029	70.8476620618301	66.74212745387601	66.57730093907502	66.53781968615408	66.39348483854012	80.39121774238909	66.19906669465249	68.90525210718477	82.016912711056	66.18802466805154	73.0230532909714	66.75179677961364	65.79678983061703	84.99235807494648	70.77836150640678
105000	-652.2788828672781	-30.05146185212879	-561.582795374099	-60.64462564105031	4.204597331639764	1.1343715751902472	3.1063752394631883	0.9256455633081728	2	3	2.7982568060890576	85.38830739739585	64.35688573046521	118.75404975944625	84.60895482806994	83.74280437061853	84.00521595535207	83.47586312338207	80.4224623604267	69.68748182817224	69.06964362258418	83.17145300703507	83.76171633616636	76.32293663620813	67.8863647186867	83.02357307394027	85.38830739739585	71.36127523496799	66.94944615112072	64.35688573046521	65.6969964607257	66.25144741551618	80.0536608026514	66.11750634949394	68.96115253384906	81.54659709395465	66.01386640491373	72.73347888219014	66.66054507647	66.04534193472132	85.16584442910516	70.62123346838266
110000	-637.7306613642819	-25.345955148267244	-549.2200080157061	-63.164698200308635	2.219112886109167	0.8222802420431243	2.284484540973565	0.6722321737087456	2	2	1.7294894940667258	85.36720107811885	66.01402635096333	108.37254774793163	84.83490612122358	80.4242524122083	83.88742181972131	83.25894212863687	80.90106005892497	70.63572529352659	69.48084715736641	82.08415617126228	82.34493333834962	77.35717480597856	67.33653245240217	82.09350272318432	85.36720107811885	70.83848411766344	66.87734860632327	67.95417191350641	66.48831636094948	66.55617712291112	78.22169753542894	66.34187888494749	68.94990526005078	82.08358671088995	66.15551867695515	74.14331353192433	66.79275841773962	66.01402635096333	85.19128483400398	70.70260772404177
115000	-653.4781682852292	-26.736564222458348	-562.4462936881393	-64.29531037463153	2.571547392736285	0.723596170390194	2.2378409052424253	0.5862163758761774	2	2	1.5435305129333536	85.74821751856885	65.57030917755205	105.3393307525622	84.85443157258241	73.63658293419519	83.74212232392875	82.67780964972758	83.60862541394589	69.40819615328103	69.45070844112693	82.24524861289738	82.46129313389424	76.13854367816906	67.63628968922912	82.53079073862583	85.74821751856885	71.38355235109671	67.06996956364065	67.09456199433498	66.34700886373723	66.27471316249516	80.35884440136486	65.57030917755205	69.01135156912355	81.07513990368611	66.17195936232025	72.6264841786467	66.92907756997586	65.84593277078372	85.1219847166378	70.68574422440784
120000	-634.5645343095701	-26.05926341382964	-547.7044166899082	-60.800854205832366	2.073026245867171	1.1815658594955398	4.152219709881812	0.8688462913559138	2	2	1.668390103112122	85.24308611627919	66.06463141466264	103.51308091766785	84.61257309051707	75.58271848481706	84.75860490412825	83.32546903165667	81.89013117230613	69.3183149739858	69.04065788069425	82.38772774714195	82.31099537116461	76.20969463949078	67.78829927568675	82.04502554560852	85.24308611627919	70.85766004284184	66.90157837721344	67.74375530674327	66.48329300604065	66.23356986901203	80.34152102080495	66.06463141466264	68.9773266189696	80.76387620146322	66.20085972884957	73.45597260583268	66.94064705265768	66.08976638026009	84.82963832150352	70.8314414546377
125000	-651.6275010964088	-26.983253183188932	-566.7875288413206	-57.85671907189919	2.1515427502934994	0.6678382073721152	2.049844642700805	0.3553889333010181	2	2	0.6084996404302951	85.49344432041161	65.56131901235948	103.49549792034547	85.04100736871675	70.44622992262141	83.8136995829386	83.26790280789395	80.56182603486903	69.59731445615814	69.24219179826729	84.2458382058334	83.39597563160444	75.86964322267359	67.18634108277602	83.00407206539687	85.49344432041161	71.50783465451146	66.36466791911157	66.49947477087879	66.48959555550461	65.56131901235948	80.14559519899403	66.45392531962896	68.97184642688146	81.82390409913718	66.07620034414718	73.093733321941	66.49325766858186	66.03122856587082	85.04257673458284	70.1304982967073
130000	-648.4544202155115	-28.11139880538719	-556.6736478370665	-63.66937357305778	2.333474781519983	1.264138715727739	3.0248630305872033	0.7740570661075189	3	2	1.911550271730466	85.40813465172658	65.37025629345426	102.39757703604481	84.57323064300968	71.34886995038224	84.70051625630356	82.74287837274898	81.56405597647023	70.16194092682683	69.08654480971381	82.12485129861857	82.7148321920041	76.27940690467553	67.69642877059894	82.09992570835135	85.40813465172658	70.87230580397826	65.99908336378688	66.50862020291684	65.37025629345426	66.362131705072	79.76665942014999	65.74938611954668	68.92781538480203	82.0676841073877	65.97156815142746	73.9250729347637	67.00117473781368	65.8537604388901	85.07382076662539	70.3993116027271
135000	-645.7935945031995	-23.855096788020887	-557.9466105094209	-63.991887205757735	0.9026988481254887	1.015054264348664	3.5128684243225847	1.0973424065401238	2	2	1.6661475603435778	85.86318021894618	65.8332128618379	106.71972137063898	85.08492174678882	75.25671267034261	85.86318021894618	83.70013606106119	81.59380088150742	69.71636615741075	69.31732302555575	82.37058947979325	82.18372799144827	76.59618279038257	67.35115321709083	82.89856457965438	85.47009194038115	70.88880846417523	66.68388983808526	66.70278315815902	66.44625390721538	66.57414744598293	80.23327657520504	66.34932701353466	68.87025078343359	81.82713034109858	66.18578563093965	73.57232158084048	66.50517254573977	65.8332128618379	84.95961418934783	70.82867198247932
